model,system,round,codebleu,rougeLsum,score_document,score_reference,score_reference_document
mistral-nemo-12b-instruct,rigid_highway,round_3,0.4991,0.7217,7,17,32
mistral-nemo-12b-instruct,rigid_multipatches,round_1,0.2264,0.2191,2,27,19
mistral-nemo-12b-instruct,rigid_multipatches,round_2,0.8093,0.9494,44,29,39
mistral-nemo-12b-instruct,rigid_multipatches,round_3,0.9165,1.0,22,78,57
mistral-nemo-12b-instruct,rotor,round_1,0.184,0.2076,0,7,12
mistral-nemo-12b-instruct,rotor,round_2,0.9759,0.9954,12,57,80
mistral-nemo-12b-instruct,rotor,round_3,0.6616,0.9416,60,29,65
mistral-nemo-12b-instruct,scm,round_1,0.1938,0.2764,0,0,15
mistral-nemo-12b-instruct,scm,round_2,0.3754,0.6279,15,15,10
mistral-nemo-12b-instruct,scm,round_3,0.5965,0.7803,12,30,25
mistral-nemo-12b-instruct,scm_hill,round_1,0.1726,0.226,0,2,2
mistral-nemo-12b-instruct,scm_hill,round_2,0.3354,0.4507,12,0,15
mistral-nemo-12b-instruct,scm_hill,round_3,0.8429,0.9445,54,12,34
mistral-nemo-12b-instruct,sedan,round_1,0.1898,0.2138,37,17,37
mistral-nemo-12b-instruct,sedan,round_2,0.6562,0.7532,12,12,52
mistral-nemo-12b-instruct,sedan,round_3,0.5795,0.8253,12,12,39
mistral-nemo-12b-instruct,sensros,round_1,0.4167,0.2487,25,0,12
mistral-nemo-12b-instruct,sensros,round_2,0.4484,0.5677,25,14,17
mistral-nemo-12b-instruct,sensros,round_3,0.9741,0.9922,20,67,32
mistral-nemo-12b-instruct,slider_crank,round_1,0.2364,0.3414,30,17,0
mistral-nemo-12b-instruct,slider_crank,round_2,0.3043,0.4792,0,0,17
mistral-nemo-12b-instruct,slider_crank,round_3,0.9088,0.9828,59,80,62
mistral-nemo-12b-instruct,tablecloth,round_1,0.123,0.129,32,27,32
mistral-nemo-12b-instruct,tablecloth,round_2,0.6692,0.9228,42,12,70
mistral-nemo-12b-instruct,tablecloth,round_3,0.9446,0.996,0,67,67
mistral-nemo-12b-instruct,turtlebot,round_1,0.2673,0.3394,22,15,42
mistral-nemo-12b-instruct,turtlebot,round_2,0.8252,0.9719,56,70,57
mistral-nemo-12b-instruct,turtlebot,round_3,0.4736,0.7759,42,29,39
mistral-nemo-12b-instruct,uazbus,round_1,0.1769,0.2571,0,0,7
mistral-nemo-12b-instruct,uazbus,round_2,0.8299,0.8632,22,65,73
mistral-nemo-12b-instruct,uazbus,round_3,0.9068,0.9609,12,42,55
mistral-nemo-12b-instruct,veh_app,round_1,0.1606,0.2609,14,0,15
mistral-nemo-12b-instruct,veh_app,round_2,0.8353,0.9048,12,17,37
mistral-nemo-12b-instruct,veh_app,round_3,0.7947,0.9459,15,67,72
mistral-nemo-12b-instruct,vehros,round_1,0.4235,0.1995,12,0,20
mistral-nemo-12b-instruct,vehros,round_2,0.6068,0.8333,87,30,40
mistral-nemo-12b-instruct,vehros,round_3,0.7414,0.8969,88,32,47
mistral-nemo-12b-instruct,viper,round_1,0.2422,0.3849,12,35,20
mistral-nemo-12b-instruct,viper,round_2,0.9108,1.0,47,72,69
mistral-nemo-12b-instruct,viper,round_3,0.7436,0.8942,79,29,30
mixtral-8x22b-instruct-v0.1,art,round_1,0.0151,0.0496,40,25,0
mixtral-8x22b-instruct-v0.1,art,round_2,1.0,1.0,72,96,90
mixtral-8x22b-instruct-v0.1,art,round_3,0.9671,1.0,42,90,90
mixtral-8x22b-instruct-v0.1,beam,round_1,0.2685,0.2527,60,25,15
mixtral-8x22b-instruct-v0.1,beam,round_2,0.7796,0.9353,57,39,45
mixtral-8x22b-instruct-v0.1,beam,round_3,0.9114,0.9677,22,63,34
mixtral-8x22b-instruct-v0.1,buckling,round_1,0.2254,0.182,15,20,27
mixtral-8x22b-instruct-v0.1,buckling,round_2,0.9833,1.0,12,72,67
mixtral-8x22b-instruct-v0.1,buckling,round_3,0.6561,0.8998,52,0,34
mixtral-8x22b-instruct-v0.1,cable,round_1,0.2804,0.2411,44,5,25
mixtral-8x22b-instruct-v0.1,cable,round_2,0.9627,1.0,60,86,67
mixtral-8x22b-instruct-v0.1,cable,round_3,0.5287,0.73,17,37,42
mixtral-8x22b-instruct-v0.1,camera,round_1,0.1991,0.2646,12,0,12
mixtral-8x22b-instruct-v0.1,camera,round_2,0.9705,0.9954,44,77,62
mixtral-8x22b-instruct-v0.1,camera,round_3,0.9008,0.9796,7,17,12
mixtral-8x22b-instruct-v0.1,citybus,round_1,0.0152,0.0498,10,20,30
mixtral-8x22b-instruct-v0.1,citybus,round_2,0.8947,0.9714,12,29,34
mixtral-8x22b-instruct-v0.1,citybus,round_3,0.9939,0.9974,12,65,65
mixtral-8x22b-instruct-v0.1,curiosity,round_1,0.2281,0.3107,42,2,15
mixtral-8x22b-instruct-v0.1,curiosity,round_2,0.8334,0.9336,27,47,60
mixtral-8x22b-instruct-v0.1,curiosity,round_3,0.6552,0.8061,27,44,55
mixtral-8x22b-instruct-v0.1,feda,round_1,0.2324,0.3079,22,0,12
mixtral-8x22b-instruct-v0.1,feda,round_2,0.8415,0.9244,12,12,32
mixtral-8x22b-instruct-v0.1,feda,round_3,0.6295,0.8246,12,37,20
mixtral-8x22b-instruct-v0.1,gator,round_1,0.2272,0.337,30,0,22
mixtral-8x22b-instruct-v0.1,gator,round_2,0.4632,0.6712,29,15,27
mixtral-8x22b-instruct-v0.1,gator,round_3,0.9714,0.9974,86,80,80
mixtral-8x22b-instruct-v0.1,gear,round_1,0.2308,0.3815,12,27,42
mixtral-8x22b-instruct-v0.1,gear,round_2,1.0,1.0,60,88,88
mixtral-8x22b-instruct-v0.1,gear,round_3,0.7803,0.9341,64,62,42
mixtral-8x22b-instruct-v0.1,gps_imu,round_1,0.1363,0.1402,0,12,19
mixtral-8x22b-instruct-v0.1,gps_imu,round_2,0.8033,0.941,78,14,67
mixtral-8x22b-instruct-v0.1,gps_imu,round_3,0.7954,0.9723,70,83,62
mixtral-8x22b-instruct-v0.1,handler,round_1,0.1269,0.1154,45,22,25
mixtral-8x22b-instruct-v0.1,handler,round_2,0.9797,0.9946,42,75,55
mixtral-8x22b-instruct-v0.1,handler,round_3,0.6799,0.8651,42,30,32
mixtral-8x22b-instruct-v0.1,hmmwv,round_1,0.133,0.0865,47,0,47
mixtral-8x22b-instruct-v0.1,hmmwv,round_2,0.6163,0.8046,7,0,12
mixtral-8x22b-instruct-v0.1,hmmwv,round_3,0.6463,0.8991,77,55,47
mixtral-8x22b-instruct-v0.1,kraz,round_1,0.2015,0.3339,0,4,12
mixtral-8x22b-instruct-v0.1,kraz,round_2,0.8706,0.9126,57,57,50
mixtral-8x22b-instruct-v0.1,kraz,round_3,0.5371,0.8185,14,25,17
mixtral-8x22b-instruct-v0.1,lidar,round_1,0.1332,0.1011,17,12,9
mixtral-8x22b-instruct-v0.1,lidar,round_2,0.886,0.9519,27,12,34
mixtral-8x22b-instruct-v0.1,lidar,round_3,0.6485,0.7458,7,22,24
mixtral-8x22b-instruct-v0.1,m113,round_1,0.1481,0.1239,32,15,0
mixtral-8x22b-instruct-v0.1,m113,round_2,0.9162,0.9318,27,14,32
mixtral-8x22b-instruct-v0.1,m113,round_3,0.8627,0.9508,12,57,47
mixtral-8x22b-instruct-v0.1,man,round_1,0.185,0.1293,59,0,19
mixtral-8x22b-instruct-v0.1,man,round_2,0.9633,0.962,42,12,54
mixtral-8x22b-instruct-v0.1,man,round_3,0.6773,0.8399,12,32,32
mixtral-8x22b-instruct-v0.1,mass_spring_damper,round_1,0.3416,0.475,52,10,5
mixtral-8x22b-instruct-v0.1,mass_spring_damper,round_2,0.7447,0.9315,12,57,63
mixtral-8x22b-instruct-v0.1,mass_spring_damper,round_3,0.7066,0.8743,69,20,24
mixtral-8x22b-instruct-v0.1,particles,round_1,0.2975,0.2545,30,7,0
mixtral-8x22b-instruct-v0.1,particles,round_2,0.7965,0.9235,17,73,72
mixtral-8x22b-instruct-v0.1,particles,round_3,0.9267,0.95,42,57,57
mixtral-8x22b-instruct-v0.1,pendulum,round_1,0.356,0.4821,100,0,17
mixtral-8x22b-instruct-v0.1,pendulum,round_2,0.8345,0.9384,62,22,42
mixtral-8x22b-instruct-v0.1,pendulum,round_3,0.6713,0.8969,87,27,42
mixtral-8x22b-instruct-v0.1,rigid_highway,round_1,0.1468,0.104,47,10,27
mixtral-8x22b-instruct-v0.1,rigid_highway,round_2,0.8129,0.9322,12,82,77
mixtral-8x22b-instruct-v0.1,rigid_highway,round_3,0.8961,0.9842,83,90,77
mixtral-8x22b-instruct-v0.1,rigid_multipatches,round_1,0.1586,0.0574,12,20,42
mixtral-8x22b-instruct-v0.1,rigid_multipatches,round_2,0.8201,0.9245,21,44,12
mixtral-8x22b-instruct-v0.1,rigid_multipatches,round_3,0.9259,1.0,12,82,67
mixtral-8x22b-instruct-v0.1,rotor,round_1,0.0239,0.0703,10,37,0
mixtral-8x22b-instruct-v0.1,rotor,round_2,0.9547,0.9977,82,73,70
mixtral-8x22b-instruct-v0.1,rotor,round_3,0.7985,0.936,57,50,60
mixtral-8x22b-instruct-v0.1,scm,round_1,0.1309,0.0927,30,15,47
mixtral-8x22b-instruct-v0.1,scm,round_2,0.6218,0.8541,12,32,27
mixtral-8x22b-instruct-v0.1,scm,round_3,0.6127,0.8131,12,31,52
mixtral-8x22b-instruct-v0.1,scm_hill,round_1,0.2048,0.3087,22,2,17
mixtral-8x22b-instruct-v0.1,scm_hill,round_2,0.6001,0.8225,12,52,32
mixtral-8x22b-instruct-v0.1,scm_hill,round_3,0.7971,0.9447,57,62,54
mixtral-8x22b-instruct-v0.1,sedan,round_1,0.1875,0.1293,37,8,12
mixtral-8x22b-instruct-v0.1,sedan,round_2,0.751,0.8362,19,14,27
mixtral-8x22b-instruct-v0.1,sedan,round_3,0.56,0.7937,12,0,12
mixtral-8x22b-instruct-v0.1,sensros,round_1,0.1581,0.1187,50,17,20
mixtral-8x22b-instruct-v0.1,sensros,round_2,0.866,0.9541,17,34,47
mixtral-8x22b-instruct-v0.1,sensros,round_3,0.9845,0.9977,29,67,69
mixtral-8x22b-instruct-v0.1,slider_crank,round_1,0.0288,0.0812,40,20,45
mixtral-8x22b-instruct-v0.1,slider_crank,round_2,0.7614,0.8826,79,52,49
mixtral-8x22b-instruct-v0.1,slider_crank,round_3,0.9077,0.9804,79,62,73
mixtral-8x22b-instruct-v0.1,tablecloth,round_1,0.2474,0.254,45,17,12
mixtral-8x22b-instruct-v0.1,tablecloth,round_2,0.6426,0.8985,12,34,54
mixtral-8x22b-instruct-v0.1,tablecloth,round_3,0.9965,0.998,32,42,70
mixtral-8x22b-instruct-v0.1,turtlebot,round_1,0.1375,0.1667,55,7,17
mixtral-8x22b-instruct-v0.1,turtlebot,round_2,0.7873,0.9589,86,56,70
mixtral-8x22b-instruct-v0.1,turtlebot,round_3,0.2626,0.0957,30,7,32
mixtral-8x22b-instruct-v0.1,uazbus,round_1,0.2292,0.3558,7,0,2
mixtral-8x22b-instruct-v0.1,uazbus,round_2,0.8498,0.9085,19,67,70
mixtral-8x22b-instruct-v0.1,uazbus,round_3,0.8657,0.9563,44,27,27
mixtral-8x22b-instruct-v0.1,veh_app,round_1,0.2659,0.4005,57,0,12
mixtral-8x22b-instruct-v0.1,veh_app,round_2,0.8488,0.9285,12,39,37
mixtral-8x22b-instruct-v0.1,veh_app,round_3,0.784,0.9639,12,19,39
mixtral-8x22b-instruct-v0.1,vehros,round_1,0.1993,0.0884,17,12,25
mixtral-8x22b-instruct-v0.1,vehros,round_2,0.6458,0.877,77,49,42
mixtral-8x22b-instruct-v0.1,vehros,round_3,0.4503,0.2252,28,0,32
mixtral-8x22b-instruct-v0.1,viper,round_1,0.1359,0.172,45,17,30
mixtral-8x22b-instruct-v0.1,viper,round_2,0.9761,1.0,62,79,87
mixtral-8x22b-instruct-v0.1,viper,round_3,0.7412,0.9071,79,12,29
mixtral-8x7b-instruct-v0.1,art,round_1,0.211,0.3374,7,20,25
mixtral-8x7b-instruct-v0.1,art,round_2,1.0,1.0,22,90,88
mixtral-8x7b-instruct-v0.1,art,round_3,1.0,1.0,12,90,90
mixtral-8x7b-instruct-v0.1,beam,round_1,0.0896,0.0526,0,0,20
mixtral-8x7b-instruct-v0.1,beam,round_2,0.6421,0.8864,50,39,40
mixtral-8x7b-instruct-v0.1,beam,round_3,0.8348,0.9467,62,57,70
mixtral-8x7b-instruct-v0.1,buckling,round_1,0.1791,0.1889,2,15,10
mixtral-8x7b-instruct-v0.1,buckling,round_2,0.9798,0.9985,52,69,69
mixtral-8x7b-instruct-v0.1,buckling,round_3,0.5642,0.8258,85,15,34
mixtral-8x7b-instruct-v0.1,cable,round_1,0.2402,0.3381,12,12,30
mixtral-8x7b-instruct-v0.1,cable,round_2,0.6363,0.555,78,78,72
mixtral-8x7b-instruct-v0.1,cable,round_3,0.4671,0.6805,47,32,12
mixtral-8x7b-instruct-v0.1,camera,round_1,0.0158,0.0241,20,40,10
mixtral-8x7b-instruct-v0.1,camera,round_2,0.9646,0.9954,52,67,67
mixtral-8x7b-instruct-v0.1,camera,round_3,0.8302,0.9321,37,0,32
mixtral-8x7b-instruct-v0.1,citybus,round_1,0.2621,0.3834,12,0,30
mixtral-8x7b-instruct-v0.1,citybus,round_2,0.6969,0.936,12,37,42
mixtral-8x7b-instruct-v0.1,citybus,round_3,0.5059,0.911,12,77,77
mixtral-8x7b-instruct-v0.1,curiosity,round_1,0.2298,0.2757,0,20,15
mixtral-8x7b-instruct-v0.1,curiosity,round_2,0.5916,0.8115,12,37,57
mixtral-8x7b-instruct-v0.1,curiosity,round_3,0.4874,0.7543,91,27,19
mixtral-8x7b-instruct-v0.1,feda,round_1,0.1166,0.0893,30,0,12
mixtral-8x7b-instruct-v0.1,feda,round_2,0.951,0.9949,12,70,57
mixtral-8x7b-instruct-v0.1,feda,round_3,0.1532,0.242,52,34,34
mixtral-8x7b-instruct-v0.1,gator,round_1,0.2025,0.2642,22,20,27
mixtral-8x7b-instruct-v0.1,gator,round_2,0.7407,0.8733,12,38,75
mixtral-8x7b-instruct-v0.1,gator,round_3,0.9089,0.9947,7,52,70
mixtral-8x7b-instruct-v0.1,gear,round_1,0.2066,0.2541,91,0,17
mixtral-8x7b-instruct-v0.1,gear,round_2,1.0,1.0,70,78,77
mixtral-8x7b-instruct-v0.1,gear,round_3,0.6444,0.7864,95,42,32
mixtral-8x7b-instruct-v0.1,gps_imu,round_1,0.1733,0.1658,32,12,15
mixtral-8x7b-instruct-v0.1,gps_imu,round_2,0.4469,0.6467,12,39,15
mixtral-8x7b-instruct-v0.1,gps_imu,round_3,0.779,0.9766,88,75,49
mixtral-8x7b-instruct-v0.1,handler,round_1,0.2403,0.4076,35,0,2
mixtral-8x7b-instruct-v0.1,handler,round_2,0.9775,0.9964,37,75,70
mixtral-8x7b-instruct-v0.1,handler,round_3,0.0288,0.1005,10,20,20
mixtral-8x7b-instruct-v0.1,hmmwv,round_1,0.1806,0.0815,2,0,22
mixtral-8x7b-instruct-v0.1,hmmwv,round_2,0.7592,0.9628,32,57,64
mixtral-8x7b-instruct-v0.1,hmmwv,round_3,0.9155,0.9778,37,69,69
mixtral-8x7b-instruct-v0.1,kraz,round_1,0.1537,0.2403,14,20,10
mixtral-8x7b-instruct-v0.1,kraz,round_2,0.8313,0.8906,24,57,59
mixtral-8x7b-instruct-v0.1,kraz,round_3,0.5549,0.8559,12,25,27
mixtral-8x7b-instruct-v0.1,lidar,round_1,0.1793,0.1517,20,9,0
mixtral-8x7b-instruct-v0.1,lidar,round_2,0.625,0.7495,15,4,12
mixtral-8x7b-instruct-v0.1,lidar,round_3,0.2587,0.4018,7,0,25
mixtral-8x7b-instruct-v0.1,m113,round_1,0.1796,0.2572,0,0,2
mixtral-8x7b-instruct-v0.1,m113,round_2,0.0064,0.0,10,44,12
mixtral-8x7b-instruct-v0.1,m113,round_3,0.8606,0.9394,12,35,12
mixtral-8x7b-instruct-v0.1,man,round_1,0.1845,0.1769,12,10,17
mixtral-8x7b-instruct-v0.1,man,round_2,0.663,0.8957,72,59,62
mixtral-8x7b-instruct-v0.1,man,round_3,0.6728,0.8278,12,22,37
mixtral-8x7b-instruct-v0.1,mass_spring_damper,round_1,0.1999,0.3409,29,15,27
mixtral-8x7b-instruct-v0.1,mass_spring_damper,round_2,0.697,0.8966,42,32,50
mixtral-8x7b-instruct-v0.1,mass_spring_damper,round_3,0.8051,0.8871,64,58,35
mixtral-8x7b-instruct-v0.1,particles,round_1,0.2155,0.1827,25,0,30
mixtral-8x7b-instruct-v0.1,particles,round_2,0.8256,0.9504,12,62,62
mixtral-8x7b-instruct-v0.1,particles,round_3,0.8338,0.9222,62,9,68
mixtral-8x7b-instruct-v0.1,pendulum,round_1,0.2532,0.3577,22,82,0
mixtral-8x7b-instruct-v0.1,pendulum,round_2,0.2334,0.2789,37,27,40
mixtral-8x7b-instruct-v0.1,pendulum,round_3,0.8651,0.9784,60,32,37
mixtral-8x7b-instruct-v0.1,rigid_highway,round_1,0.2537,0.3031,14,2,12
mixtral-8x7b-instruct-v0.1,rigid_highway,round_2,0.6294,0.9056,34,90,80
mixtral-8x7b-instruct-v0.1,rigid_highway,round_3,0.3522,0.9893,15,82,72
mixtral-8x7b-instruct-v0.1,rigid_multipatches,round_1,0.1925,0.2701,0,2,27
mixtral-8x7b-instruct-v0.1,rigid_multipatches,round_2,0.082,0.0327,19,44,44
mixtral-8x7b-instruct-v0.1,rigid_multipatches,round_3,0.937,0.9376,32,80,80
mixtral-8x7b-instruct-v0.1,rotor,round_1,0.17,0.1889,17,9,29
mixtral-8x7b-instruct-v0.1,rotor,round_2,0.9547,0.9977,42,80,80
mixtral-8x7b-instruct-v0.1,rotor,round_3,0.2043,0.359,25,17,22
mixtral-8x7b-instruct-v0.1,scm,round_1,0.2601,0.3608,29,27,22
mixtral-8x7b-instruct-v0.1,scm,round_2,0.8114,0.97,87,75,77
mixtral-8x7b-instruct-v0.1,scm,round_3,0.827,0.9096,12,27,35
mixtral-8x7b-instruct-v0.1,scm_hill,round_1,0.2102,0.2447,5,0,5
mixtral-8x7b-instruct-v0.1,scm_hill,round_2,0.3883,0.7612,12,27,32
mixtral-8x7b-instruct-v0.1,scm_hill,round_3,0.6066,0.9276,9,29,57
mixtral-8x7b-instruct-v0.1,sedan,round_1,0.1995,0.1654,22,7,15
mixtral-8x7b-instruct-v0.1,sedan,round_2,0.6124,0.765,37,32,57
mixtral-8x7b-instruct-v0.1,sedan,round_3,0.6084,0.8356,12,12,30
mixtral-8x7b-instruct-v0.1,sensros,round_1,0.0196,0.0209,10,40,0
mixtral-8x7b-instruct-v0.1,sensros,round_2,0.7312,0.9174,17,37,44
mixtral-8x7b-instruct-v0.1,sensros,round_3,0.9888,0.9977,32,75,68
mixtral-8x7b-instruct-v0.1,slider_crank,round_1,0.2641,0.2933,2,20,20
mixtral-8x7b-instruct-v0.1,slider_crank,round_2,0.7525,0.8894,69,44,79
mixtral-8x7b-instruct-v0.1,slider_crank,round_3,0.8835,0.9707,82,62,42
mixtral-8x7b-instruct-v0.1,tablecloth,round_1,0.158,0.207,27,27,17
mixtral-8x7b-instruct-v0.1,tablecloth,round_2,0.4178,0.8174,4,12,37
mixtral-8x7b-instruct-v0.1,tablecloth,round_3,0.9918,0.998,42,57,67
mixtral-8x7b-instruct-v0.1,turtlebot,round_1,0.1868,0.2878,17,20,27
mixtral-8x7b-instruct-v0.1,turtlebot,round_2,0.5587,0.8612,63,56,51
mixtral-8x7b-instruct-v0.1,turtlebot,round_3,0.4604,0.7488,32,12,32
mixtral-8x7b-instruct-v0.1,uazbus,round_1,0.2511,0.4034,12,12,10
mixtral-8x7b-instruct-v0.1,uazbus,round_2,0.7654,0.8571,78,49,59
mixtral-8x7b-instruct-v0.1,uazbus,round_3,0.871,0.9575,12,74,29
mixtral-8x7b-instruct-v0.1,veh_app,round_1,0.1635,0.2373,5,0,25
mixtral-8x7b-instruct-v0.1,veh_app,round_2,0.5914,0.7783,15,2,30
mixtral-8x7b-instruct-v0.1,veh_app,round_3,0.6532,0.8202,30,14,47
mixtral-8x7b-instruct-v0.1,vehros,round_1,0.0301,0.0847,5,0,10
mixtral-8x7b-instruct-v0.1,vehros,round_2,0.5646,0.7666,32,27,12
mixtral-8x7b-instruct-v0.1,vehros,round_3,0.6955,0.8786,60,37,32
mixtral-8x7b-instruct-v0.1,viper,round_1,0.2414,0.4052,12,27,17
mixtral-8x7b-instruct-v0.1,viper,round_2,0.6598,0.9206,69,32,29
mixtral-8x7b-instruct-v0.1,viper,round_3,0.6124,0.8224,69,29,27
nemotron-4-340b-instruct,art,round_1,0.2566,0.4034,32,15,22
nemotron-4-340b-instruct,art,round_2,0.9744,1.0,15,90,90
nemotron-4-340b-instruct,art,round_3,0.9414,1.0,88,85,85
nemotron-4-340b-instruct,beam,round_1,0.2793,0.3378,52,0,17
nemotron-4-340b-instruct,beam,round_2,0.4498,0.6581,54,32,19
nemotron-4-340b-instruct,beam,round_3,0.9245,0.9988,87,86,72
nemotron-4-340b-instruct,buckling,round_1,0.2209,0.348,100,25,27
nemotron-4-340b-instruct,buckling,round_2,0.4783,0.4466,0,10,7
nemotron-4-340b-instruct,buckling,round_3,0.5757,0.707,30,0,22
nemotron-4-340b-instruct,cable,round_1,0.3308,0.3838,62,30,10
nemotron-4-340b-instruct,cable,round_2,0.9524,1.0,17,73,76
nemotron-4-340b-instruct,cable,round_3,0.4869,0.7222,17,15,39
nemotron-4-340b-instruct,camera,round_1,0.2061,0.296,22,7,2
nemotron-4-340b-instruct,camera,round_2,0.9659,0.9931,32,22,32
nemotron-4-340b-instruct,camera,round_3,0.8907,0.9788,12,47,37
nemotron-4-340b-instruct,citybus,round_1,0.2674,0.3444,27,12,15
nemotron-4-340b-instruct,citybus,round_2,0.8562,0.9774,12,12,54
nemotron-4-340b-instruct,citybus,round_3,0.9685,0.9974,7,52,65
nemotron-4-340b-instruct,curiosity,round_1,0.263,0.3777,10,0,15
nemotron-4-340b-instruct,curiosity,round_2,0.8445,0.94,17,55,63
nemotron-4-340b-instruct,curiosity,round_3,0.6011,0.8329,47,39,50
nemotron-4-340b-instruct,feda,round_1,0.2558,0.4868,54,7,17
nemotron-4-340b-instruct,feda,round_2,0.8449,0.8792,15,47,29
nemotron-4-340b-instruct,feda,round_3,0.7374,0.8531,12,30,54
nemotron-4-340b-instruct,gator,round_1,0.2871,0.4903,29,7,25
nemotron-4-340b-instruct,gator,round_2,0.7183,0.845,19,49,49
nemotron-4-340b-instruct,gator,round_3,0.9455,0.9974,12,85,72
nemotron-4-340b-instruct,gear,round_1,0.2589,0.366,7,0,12
nemotron-4-340b-instruct,gear,round_2,0.9173,0.9373,27,30,9
nemotron-4-340b-instruct,gear,round_3,0.6501,0.7175,15,12,35
nemotron-4-340b-instruct,gps_imu,round_1,0.225,0.3436,20,10,2
nemotron-4-340b-instruct,gps_imu,round_2,0.88,0.9499,96,47,64
nemotron-4-340b-instruct,gps_imu,round_3,0.7962,0.96,90,67,72
nemotron-4-340b-instruct,handler,round_1,0.2658,0.4231,32,0,20
nemotron-4-340b-instruct,handler,round_2,0.9775,0.9964,45,70,55
nemotron-4-340b-instruct,handler,round_3,0.6778,0.842,95,30,25
nemotron-4-340b-instruct,hmmwv,round_1,0.249,0.4117,57,0,27
nemotron-4-340b-instruct,hmmwv,round_2,0.5906,0.7689,47,0,25
nemotron-4-340b-instruct,hmmwv,round_3,0.678,0.9083,12,14,29
nemotron-4-340b-instruct,kraz,round_1,0.2363,0.4392,64,0,27
nemotron-4-340b-instruct,kraz,round_2,0.7981,0.8625,12,55,37
nemotron-4-340b-instruct,kraz,round_3,0.5693,0.853,12,0,27
nemotron-4-340b-instruct,lidar,round_1,0.2347,0.4235,54,0,27
nemotron-4-340b-instruct,lidar,round_2,0.8138,0.9105,12,44,32
nemotron-4-340b-instruct,lidar,round_3,0.5311,0.6582,0,2,12
nemotron-4-340b-instruct,m113,round_1,0.2345,0.4306,64,27,27
nemotron-4-340b-instruct,m113,round_2,0.7186,0.9321,9,42,37
nemotron-4-340b-instruct,m113,round_3,0.8468,0.9501,27,32,27
nemotron-4-340b-instruct,man,round_1,0.2083,0.2411,10,2,10
nemotron-4-340b-instruct,man,round_2,0.8306,0.9643,37,29,68
nemotron-4-340b-instruct,man,round_3,0.6649,0.8293,12,29,27
nemotron-4-340b-instruct,mass_spring_damper,round_1,0.3619,0.4648,27,14,12
nemotron-4-340b-instruct,mass_spring_damper,round_2,0.7275,0.9053,62,65,63
nemotron-4-340b-instruct,mass_spring_damper,round_3,0.9364,0.9848,74,19,45
nemotron-4-340b-instruct,particles,round_1,0.2821,0.2317,22,25,15
nemotron-4-340b-instruct,particles,round_2,0.8553,0.9761,67,67,80
nemotron-4-340b-instruct,particles,round_3,0.7396,0.8453,52,17,24
nemotron-4-340b-instruct,pendulum,round_1,0.3325,0.3955,44,0,15
nemotron-4-340b-instruct,pendulum,round_2,0.8187,0.9543,59,40,32
nemotron-4-340b-instruct,pendulum,round_3,0.7624,0.9651,80,32,47
nemotron-4-340b-instruct,rigid_highway,round_1,0.2369,0.3987,29,0,7
nemotron-4-340b-instruct,rigid_highway,round_2,0.8724,0.9197,32,77,67
nemotron-4-340b-instruct,rigid_highway,round_3,0.8574,0.9748,67,85,79
nemotron-4-340b-instruct,rigid_multipatches,round_1,0.2842,0.3778,77,0,40
nemotron-4-340b-instruct,rigid_multipatches,round_2,0.7863,0.9317,27,47,12
nemotron-4-340b-instruct,rigid_multipatches,round_3,0.9259,1.0,24,68,68
nemotron-4-340b-instruct,rotor,round_1,0.2293,0.4199,100,0,27
nemotron-4-340b-instruct,rotor,round_2,0.9812,0.9977,43,69,78
nemotron-4-340b-instruct,rotor,round_3,0.6798,0.9527,42,57,68
nemotron-4-340b-instruct,scm,round_1,0.2115,0.4321,79,0,7
nemotron-4-340b-instruct,scm,round_2,0.63,0.8648,14,44,59
nemotron-4-340b-instruct,scm,round_3,0.6671,0.8,71,27,35
nemotron-4-340b-instruct,scm_hill,round_1,0.2276,0.3376,7,0,25
nemotron-4-340b-instruct,scm_hill,round_2,0.6844,0.8256,80,29,39
nemotron-4-340b-instruct,scm_hill,round_3,0.8168,0.9514,12,44,57
nemotron-4-340b-instruct,sedan,round_1,0.2083,0.2448,0,15,7
nemotron-4-340b-instruct,sedan,round_2,0.6613,0.7781,12,52,37
nemotron-4-340b-instruct,sedan,round_3,0.6205,0.8419,55,32,25
nemotron-4-340b-instruct,sensros,round_1,0.2552,0.3175,24,12,15
nemotron-4-340b-instruct,sensros,round_2,0.7095,0.8198,0,7,19
nemotron-4-340b-instruct,sensros,round_3,0.7813,0.719,15,12,19
nemotron-4-340b-instruct,slider_crank,round_1,0.3315,0.4168,84,24,0
nemotron-4-340b-instruct,slider_crank,round_2,0.8495,0.8778,78,54,67
nemotron-4-340b-instruct,slider_crank,round_3,0.8948,0.9591,37,58,42
nemotron-4-340b-instruct,tablecloth,round_1,0.2132,0.2955,79,15,10
nemotron-4-340b-instruct,tablecloth,round_2,0.662,0.9237,71,71,49
nemotron-4-340b-instruct,tablecloth,round_3,0.7041,0.7155,27,12,19
nemotron-4-340b-instruct,turtlebot,round_1,0.2889,0.4385,57,0,5
nemotron-4-340b-instruct,turtlebot,round_2,0.7887,0.9689,84,75,78
nemotron-4-340b-instruct,turtlebot,round_3,0.4982,0.7842,82,9,29
nemotron-4-340b-instruct,uazbus,round_1,0.2453,0.4599,75,0,27
nemotron-4-340b-instruct,uazbus,round_2,0.8276,0.8789,12,60,75
nemotron-4-340b-instruct,uazbus,round_3,0.8394,0.9633,12,47,27
