model,system,category,turn1,turn2,turn3,Δ12,Δ23,Δ13,family
mamba-codestral-7b-v0.1,veh_app,SEN,25.00,22.00,35.00,-3.00,13.00,10.00,Other
mamba-codestral-7b-v0.1,vehros,RBT,0.00,15.00,29.00,15.00,14.00,29.00,Other
mamba-codestral-7b-v0.1,viper,RBT,10.00,63.00,42.00,53.00,-21.00,32.00,Other
mistral-large-latest,art,VEH,12.00,90.00,83.00,78.00,-7.00,71.00,Mistral
mistral-large-latest,beam,FEA,2.00,58.00,77.00,56.00,19.00,75.00,Mistral
mistral-large-latest,buckling,FEA,17.00,54.00,0.00,37.00,-54.00,-17.00,Mistral
mistral-large-latest,cable,FEA,20.00,81.00,32.00,61.00,-49.00,12.00,Mistral
mistral-large-latest,camera,SEN,27.00,14.00,0.00,-13.00,-14.00,-27.00,Mistral
mistral-large-latest,citybus,VEH,27.00,34.00,29.00,7.00,-5.00,2.00,Mistral
mistral-large-latest,curiosity,RBT,27.00,67.00,42.00,40.00,-25.00,15.00,Mistral
mistral-large-latest,feda,VEH,20.00,67.00,52.00,47.00,-15.00,32.00,Mistral
mistral-large-latest,gator,VEH,22.00,12.00,49.00,-10.00,37.00,27.00,Mistral
mistral-large-latest,gear,MBS,12.00,57.00,57.00,45.00,0.00,45.00,Mistral
mistral-large-latest,gps_imu,SEN,27.00,47.00,54.00,20.00,7.00,27.00,Mistral
mistral-large-latest,handler,RBT,30.00,65.00,30.00,35.00,-35.00,0.00,Mistral
mistral-large-latest,hmmwv,VEH,0.00,32.00,22.00,32.00,-10.00,22.00,Mistral
mistral-large-latest,kraz,VEH,37.00,67.00,25.00,30.00,-42.00,-12.00,Mistral
mistral-large-latest,lidar,SEN,27.00,37.00,2.00,10.00,-35.00,-25.00,Mistral
mistral-large-latest,m113,VEH,19.00,34.00,34.00,15.00,0.00,15.00,Mistral
mistral-large-latest,man,VEH,27.00,19.00,27.00,-8.00,8.00,0.00,Mistral
mistral-large-latest,mass_spring_damper,MBS,20.00,69.00,37.00,49.00,-32.00,17.00,Mistral
mistral-large-latest,particles,MBS,32.00,67.00,63.00,35.00,-4.00,31.00,Mistral
mistral-large-latest,pendulum,MBS,20.00,38.00,32.00,18.00,-6.00,12.00,Mistral
mistral-large-latest,rigid_highway,VEH,27.00,67.00,80.00,40.00,13.00,53.00,Mistral
mistral-large-latest,rigid_multipatches,VEH,24.00,37.00,67.00,13.00,30.00,43.00,Mistral
mistral-large-latest,rotor,FEA,0.00,77.00,54.00,77.00,-23.00,54.00,Mistral
mistral-large-latest,scm,VEH,20.00,64.00,35.00,44.00,-29.00,15.00,Mistral
mistral-large-latest,scm_hill,VEH,22.00,42.00,57.00,20.00,15.00,35.00,Mistral
mistral-large-latest,sedan,VEH,14.00,29.00,25.00,15.00,-4.00,11.00,Mistral
mistral-large-latest,sensros,RBT,25.00,12.00,57.00,-13.00,45.00,32.00,Mistral
mistral-large-latest,slider_crank,MBS,39.00,69.00,27.00,30.00,-42.00,-12.00,Mistral
mistral-large-latest,tablecloth,FEA,12.00,69.00,62.00,57.00,-7.00,50.00,Mistral
mistral-large-latest,turtlebot,RBT,22.00,57.00,29.00,35.00,-28.00,7.00,Mistral
mistral-large-latest,uazbus,VEH,12.00,52.00,32.00,40.00,-20.00,20.00,Mistral
mistral-large-latest,veh_app,SEN,25.00,44.00,2.00,19.00,-42.00,-23.00,Mistral
mistral-large-latest,vehros,RBT,17.00,50.00,40.00,33.00,-10.00,23.00,Mistral
mistral-large-latest,viper,RBT,22.00,83.00,44.00,61.00,-39.00,22.00,Mistral
mistral-nemo-12b-instruct,art,VEH,17.00,12.00,90.00,-5.00,78.00,73.00,Mistral
mistral-nemo-12b-instruct,beam,FEA,17.00,73.00,69.00,56.00,-4.00,52.00,Mistral
mistral-nemo-12b-instruct,buckling,FEA,22.00,59.00,29.00,37.00,-30.00,7.00,Mistral
mistral-nemo-12b-instruct,cable,FEA,27.00,86.00,27.00,59.00,-59.00,0.00,Mistral
mistral-nemo-12b-instruct,camera,SEN,20.00,68.00,25.00,48.00,-43.00,5.00,Mistral
mistral-nemo-12b-instruct,citybus,VEH,7.00,37.00,40.00,30.00,3.00,33.00,Mistral
mistral-nemo-12b-instruct,curiosity,RBT,15.00,27.00,59.00,12.00,32.00,44.00,Mistral
mistral-nemo-12b-instruct,feda,VEH,7.00,24.00,12.00,17.00,-12.00,5.00,Mistral
mistral-nemo-12b-instruct,gator,VEH,15.00,35.00,80.00,20.00,45.00,65.00,Mistral
mistral-nemo-12b-instruct,gear,MBS,34.00,80.00,64.00,46.00,-16.00,30.00,Mistral
mistral-nemo-12b-instruct,gps_imu,SEN,27.00,41.00,77.00,14.00,36.00,50.00,Mistral
mistral-nemo-12b-instruct,handler,RBT,42.00,10.00,30.00,-32.00,20.00,-12.00,Mistral
mistral-nemo-12b-instruct,hmmwv,VEH,10.00,27.00,49.00,17.00,22.00,39.00,Mistral
mistral-nemo-12b-instruct,kraz,VEH,2.00,47.00,0.00,45.00,-47.00,-2.00,Mistral
mistral-nemo-12b-instruct,lidar,SEN,27.00,32.00,2.00,5.00,-30.00,-25.00,Mistral
mistral-nemo-12b-instruct,m113,VEH,25.00,54.00,37.00,29.00,-17.00,12.00,Mistral
mistral-nemo-12b-instruct,man,VEH,22.00,35.00,40.00,13.00,5.00,18.00,Mistral
mistral-nemo-12b-instruct,mass_spring_damper,MBS,25.00,50.00,55.00,25.00,5.00,30.00,Mistral
mistral-nemo-12b-instruct,particles,MBS,27.00,62.00,65.00,35.00,3.00,38.00,Mistral
mistral-nemo-12b-instruct,pendulum,MBS,0.00,37.00,48.00,37.00,11.00,48.00,Mistral
mistral-nemo-12b-instruct,rigid_highway,VEH,29.00,39.00,32.00,10.00,-7.00,3.00,Mistral
mistral-nemo-12b-instruct,rigid_multipatches,VEH,19.00,39.00,57.00,20.00,18.00,38.00,Mistral
mistral-nemo-12b-instruct,rotor,FEA,12.00,80.00,65.00,68.00,-15.00,53.00,Mistral
mistral-nemo-12b-instruct,scm,VEH,15.00,10.00,25.00,-5.00,15.00,10.00,Mistral
mistral-nemo-12b-instruct,scm_hill,VEH,2.00,15.00,34.00,13.00,19.00,32.00,Mistral
mistral-nemo-12b-instruct,sedan,VEH,37.00,52.00,39.00,15.00,-13.00,2.00,Mistral
mistral-nemo-12b-instruct,sensros,RBT,12.00,17.00,32.00,5.00,15.00,20.00,Mistral
mistral-nemo-12b-instruct,slider_crank,MBS,0.00,17.00,62.00,17.00,45.00,62.00,Mistral
mistral-nemo-12b-instruct,tablecloth,FEA,32.00,70.00,67.00,38.00,-3.00,35.00,Mistral
mistral-nemo-12b-instruct,turtlebot,RBT,42.00,57.00,39.00,15.00,-18.00,-3.00,Mistral
mistral-nemo-12b-instruct,uazbus,VEH,7.00,73.00,55.00,66.00,-18.00,48.00,Mistral
mistral-nemo-12b-instruct,veh_app,SEN,15.00,37.00,72.00,22.00,35.00,57.00,Mistral
mistral-nemo-12b-instruct,vehros,RBT,20.00,40.00,47.00,20.00,7.00,27.00,Mistral
mistral-nemo-12b-instruct,viper,RBT,20.00,69.00,30.00,49.00,-39.00,10.00,Mistral
mixtral-8x22b-instruct-v0.1,art,VEH,0.00,90.00,90.00,90.00,0.00,90.00,Mistral
mixtral-8x22b-instruct-v0.1,beam,FEA,15.00,45.00,34.00,30.00,-11.00,19.00,Mistral
mixtral-8x22b-instruct-v0.1,buckling,FEA,27.00,67.00,34.00,40.00,-33.00,7.00,Mistral
mixtral-8x22b-instruct-v0.1,cable,FEA,25.00,67.00,42.00,42.00,-25.00,17.00,Mistral
mixtral-8x22b-instruct-v0.1,camera,SEN,12.00,62.00,12.00,50.00,-50.00,0.00,Mistral
mixtral-8x22b-instruct-v0.1,citybus,VEH,30.00,34.00,65.00,4.00,31.00,35.00,Mistral
mixtral-8x22b-instruct-v0.1,curiosity,RBT,15.00,60.00,55.00,45.00,-5.00,40.00,Mistral
mixtral-8x22b-instruct-v0.1,feda,VEH,12.00,32.00,20.00,20.00,-12.00,8.00,Mistral
mixtral-8x22b-instruct-v0.1,gator,VEH,22.00,27.00,80.00,5.00,53.00,58.00,Mistral
mixtral-8x22b-instruct-v0.1,gear,MBS,42.00,88.00,42.00,46.00,-46.00,0.00,Mistral
mixtral-8x22b-instruct-v0.1,gps_imu,SEN,19.00,67.00,62.00,48.00,-5.00,43.00,Mistral
mixtral-8x22b-instruct-v0.1,handler,RBT,25.00,55.00,32.00,30.00,-23.00,7.00,Mistral
mixtral-8x22b-instruct-v0.1,hmmwv,VEH,47.00,12.00,47.00,-35.00,35.00,0.00,Mistral
mixtral-8x22b-instruct-v0.1,kraz,VEH,12.00,50.00,17.00,38.00,-33.00,5.00,Mistral
mixtral-8x22b-instruct-v0.1,lidar,SEN,9.00,34.00,24.00,25.00,-10.00,15.00,Mistral
mixtral-8x22b-instruct-v0.1,m113,VEH,0.00,32.00,47.00,32.00,15.00,47.00,Mistral
mixtral-8x22b-instruct-v0.1,man,VEH,19.00,54.00,32.00,35.00,-22.00,13.00,Mistral
mixtral-8x22b-instruct-v0.1,mass_spring_damper,MBS,5.00,63.00,24.00,58.00,-39.00,19.00,Mistral
mixtral-8x22b-instruct-v0.1,particles,MBS,0.00,72.00,57.00,72.00,-15.00,57.00,Mistral
mixtral-8x22b-instruct-v0.1,pendulum,MBS,17.00,42.00,42.00,25.00,0.00,25.00,Mistral
mixtral-8x22b-instruct-v0.1,rigid_highway,VEH,27.00,77.00,77.00,50.00,0.00,50.00,Mistral
mixtral-8x22b-instruct-v0.1,rigid_multipatches,VEH,42.00,12.00,67.00,-30.00,55.00,25.00,Mistral
mixtral-8x22b-instruct-v0.1,rotor,FEA,0.00,70.00,60.00,70.00,-10.00,60.00,Mistral
mixtral-8x22b-instruct-v0.1,scm,VEH,47.00,27.00,52.00,-20.00,25.00,5.00,Mistral
mixtral-8x22b-instruct-v0.1,scm_hill,VEH,17.00,32.00,54.00,15.00,22.00,37.00,Mistral
mixtral-8x22b-instruct-v0.1,sedan,VEH,12.00,27.00,12.00,15.00,-15.00,0.00,Mistral
mixtral-8x22b-instruct-v0.1,sensros,RBT,20.00,47.00,69.00,27.00,22.00,49.00,Mistral
mixtral-8x22b-instruct-v0.1,slider_crank,MBS,45.00,49.00,73.00,4.00,24.00,28.00,Mistral
mixtral-8x22b-instruct-v0.1,tablecloth,FEA,12.00,54.00,70.00,42.00,16.00,58.00,Mistral
mixtral-8x22b-instruct-v0.1,turtlebot,RBT,17.00,70.00,32.00,53.00,-38.00,15.00,Mistral
mixtral-8x22b-instruct-v0.1,uazbus,VEH,2.00,70.00,27.00,68.00,-43.00,25.00,Mistral
mixtral-8x22b-instruct-v0.1,veh_app,SEN,12.00,37.00,39.00,25.00,2.00,27.00,Mistral
mixtral-8x22b-instruct-v0.1,vehros,RBT,25.00,42.00,32.00,17.00,-10.00,7.00,Mistral
mixtral-8x22b-instruct-v0.1,viper,RBT,30.00,87.00,29.00,57.00,-58.00,-1.00,Mistral
mixtral-8x7b-instruct-v0.1,art,VEH,25.00,88.00,90.00,63.00,2.00,65.00,Mistral
mixtral-8x7b-instruct-v0.1,beam,FEA,20.00,40.00,70.00,20.00,30.00,50.00,Mistral
mixtral-8x7b-instruct-v0.1,buckling,FEA,10.00,69.00,34.00,59.00,-35.00,24.00,Mistral
mixtral-8x7b-instruct-v0.1,cable,FEA,30.00,72.00,12.00,42.00,-60.00,-18.00,Mistral
mixtral-8x7b-instruct-v0.1,camera,SEN,10.00,67.00,32.00,57.00,-35.00,22.00,Mistral
mixtral-8x7b-instruct-v0.1,citybus,VEH,30.00,42.00,77.00,12.00,35.00,47.00,Mistral
mixtral-8x7b-instruct-v0.1,curiosity,RBT,15.00,57.00,19.00,42.00,-38.00,4.00,Mistral
mixtral-8x7b-instruct-v0.1,feda,VEH,12.00,57.00,34.00,45.00,-23.00,22.00,Mistral
mixtral-8x7b-instruct-v0.1,gator,VEH,27.00,75.00,70.00,48.00,-5.00,43.00,Mistral
mixtral-8x7b-instruct-v0.1,gear,MBS,17.00,77.00,32.00,60.00,-45.00,15.00,Mistral
mixtral-8x7b-instruct-v0.1,gps_imu,SEN,15.00,15.00,49.00,0.00,34.00,34.00,Mistral
mixtral-8x7b-instruct-v0.1,handler,RBT,2.00,70.00,20.00,68.00,-50.00,18.00,Mistral
mixtral-8x7b-instruct-v0.1,hmmwv,VEH,22.00,64.00,69.00,42.00,5.00,47.00,Mistral
mixtral-8x7b-instruct-v0.1,kraz,VEH,10.00,59.00,27.00,49.00,-32.00,17.00,Mistral
mixtral-8x7b-instruct-v0.1,lidar,SEN,0.00,12.00,25.00,12.00,13.00,25.00,Mistral
mixtral-8x7b-instruct-v0.1,m113,VEH,2.00,12.00,12.00,10.00,0.00,10.00,Mistral
mixtral-8x7b-instruct-v0.1,man,VEH,17.00,62.00,37.00,45.00,-25.00,20.00,Mistral
mixtral-8x7b-instruct-v0.1,mass_spring_damper,MBS,27.00,50.00,35.00,23.00,-15.00,8.00,Mistral
mixtral-8x7b-instruct-v0.1,particles,MBS,30.00,62.00,68.00,32.00,6.00,38.00,Mistral
mixtral-8x7b-instruct-v0.1,pendulum,MBS,0.00,40.00,37.00,40.00,-3.00,37.00,Mistral
mixtral-8x7b-instruct-v0.1,rigid_highway,VEH,12.00,80.00,72.00,68.00,-8.00,60.00,Mistral
mixtral-8x7b-instruct-v0.1,rigid_multipatches,VEH,27.00,44.00,80.00,17.00,36.00,53.00,Mistral
mixtral-8x7b-instruct-v0.1,rotor,FEA,29.00,80.00,22.00,51.00,-58.00,-7.00,Mistral
mixtral-8x7b-instruct-v0.1,scm,VEH,22.00,77.00,35.00,55.00,-42.00,13.00,Mistral
mixtral-8x7b-instruct-v0.1,scm_hill,VEH,5.00,32.00,57.00,27.00,25.00,52.00,Mistral
mixtral-8x7b-instruct-v0.1,sedan,VEH,15.00,57.00,30.00,42.00,-27.00,15.00,Mistral
mixtral-8x7b-instruct-v0.1,sensros,RBT,0.00,44.00,68.00,44.00,24.00,68.00,Mistral
mixtral-8x7b-instruct-v0.1,slider_crank,MBS,20.00,79.00,42.00,59.00,-37.00,22.00,Mistral
mixtral-8x7b-instruct-v0.1,tablecloth,FEA,17.00,37.00,67.00,20.00,30.00,50.00,Mistral
mixtral-8x7b-instruct-v0.1,turtlebot,RBT,27.00,51.00,32.00,24.00,-19.00,5.00,Mistral
mixtral-8x7b-instruct-v0.1,uazbus,VEH,10.00,59.00,29.00,49.00,-30.00,19.00,Mistral
mixtral-8x7b-instruct-v0.1,veh_app,SEN,25.00,30.00,47.00,5.00,17.00,22.00,Mistral
mixtral-8x7b-instruct-v0.1,vehros,RBT,10.00,12.00,32.00,2.00,20.00,22.00,Mistral
mixtral-8x7b-instruct-v0.1,viper,RBT,17.00,29.00,27.00,12.00,-2.00,10.00,Mistral
nemotron-4-340b-instruct,art,VEH,22.00,90.00,85.00,68.00,-5.00,63.00,Other
nemotron-4-340b-instruct,beam,FEA,17.00,19.00,72.00,2.00,53.00,55.00,Other
nemotron-4-340b-instruct,buckling,FEA,27.00,7.00,22.00,-20.00,15.00,-5.00,Other
nemotron-4-340b-instruct,cable,FEA,10.00,76.00,39.00,66.00,-37.00,29.00,Other
nemotron-4-340b-instruct,camera,SEN,2.00,32.00,37.00,30.00,5.00,35.00,Other
nemotron-4-340b-instruct,citybus,VEH,15.00,54.00,65.00,39.00,11.00,50.00,Other
nemotron-4-340b-instruct,curiosity,RBT,15.00,63.00,50.00,48.00,-13.00,35.00,Other
nemotron-4-340b-instruct,feda,VEH,17.00,29.00,54.00,12.00,25.00,37.00,Other
nemotron-4-340b-instruct,gator,VEH,25.00,49.00,72.00,24.00,23.00,47.00,Other
nemotron-4-340b-instruct,gear,MBS,12.00,9.00,35.00,-3.00,26.00,23.00,Other
nemotron-4-340b-instruct,gps_imu,SEN,2.00,64.00,72.00,62.00,8.00,70.00,Other
nemotron-4-340b-instruct,handler,RBT,20.00,55.00,25.00,35.00,-30.00,5.00,Other
nemotron-4-340b-instruct,hmmwv,VEH,27.00,25.00,29.00,-2.00,4.00,2.00,Other
nemotron-4-340b-instruct,kraz,VEH,27.00,37.00,27.00,10.00,-10.00,0.00,Other
nemotron-4-340b-instruct,lidar,SEN,27.00,32.00,12.00,5.00,-20.00,-15.00,Other
nemotron-4-340b-instruct,m113,VEH,27.00,37.00,27.00,10.00,-10.00,0.00,Other
nemotron-4-340b-instruct,man,VEH,10.00,68.00,27.00,58.00,-41.00,17.00,Other
nemotron-4-340b-instruct,mass_spring_damper,MBS,12.00,63.00,45.00,51.00,-18.00,33.00,Other
nemotron-4-340b-instruct,particles,MBS,15.00,80.00,24.00,65.00,-56.00,9.00,Other
nemotron-4-340b-instruct,pendulum,MBS,15.00,32.00,47.00,17.00,15.00,32.00,Other
nemotron-4-340b-instruct,rigid_highway,VEH,7.00,67.00,79.00,60.00,12.00,72.00,Other
nemotron-4-340b-instruct,rigid_multipatches,VEH,40.00,12.00,68.00,-28.00,56.00,28.00,Other
nemotron-4-340b-instruct,rotor,FEA,27.00,78.00,68.00,51.00,-10.00,41.00,Other
nemotron-4-340b-instruct,scm,VEH,7.00,59.00,35.00,52.00,-24.00,28.00,Other
nemotron-4-340b-instruct,scm_hill,VEH,25.00,39.00,57.00,14.00,18.00,32.00,Other
nemotron-4-340b-instruct,sedan,VEH,7.00,37.00,25.00,30.00,-12.00,18.00,Other
nemotron-4-340b-instruct,sensros,RBT,15.00,19.00,19.00,4.00,0.00,4.00,Other
nemotron-4-340b-instruct,slider_crank,MBS,0.00,67.00,42.00,67.00,-25.00,42.00,Other
nemotron-4-340b-instruct,tablecloth,FEA,10.00,49.00,19.00,39.00,-30.00,9.00,Other
nemotron-4-340b-instruct,turtlebot,RBT,5.00,78.00,29.00,73.00,-49.00,24.00,Other
nemotron-4-340b-instruct,uazbus,VEH,27.00,75.00,27.00,48.00,-48.00,0.00,Other
nemotron-4-340b-instruct,veh_app,SEN,25.00,15.00,12.00,-10.00,-3.00,-13.00,Other
nemotron-4-340b-instruct,vehros,RBT,5.00,10.00,27.00,5.00,17.00,22.00,Other
nemotron-4-340b-instruct,viper,RBT,22.00,77.00,37.00,55.00,-40.00,15.00,Other
o3,art,VEH,24.00,90.00,40.00,66.00,-50.00,16.00,Other
o3,beam,FEA,29.00,67.00,67.00,38.00,0.00,38.00,Other
o3,buckling,FEA,12.00,74.00,54.00,62.00,-20.00,42.00,Other
o3,cable,FEA,12.00,59.00,37.00,47.00,-22.00,25.00,Other
o3,camera,SEN,7.00,54.00,22.00,47.00,-32.00,15.00,Other
o3,citybus,VEH,0.00,70.00,67.00,70.00,-3.00,67.00,Other
o3,curiosity,RBT,44.00,68.00,44.00,24.00,-24.00,0.00,Other
o3,feda,VEH,34.00,49.00,72.00,15.00,23.00,38.00,Other
o3,gator,VEH,20.00,64.00,78.00,44.00,14.00,58.00,Other
o3,gear,MBS,24.00,78.00,62.00,54.00,-16.00,38.00,Other
o3,gps_imu,SEN,25.00,69.00,49.00,44.00,-20.00,24.00,Other
o3,handler,RBT,12.00,65.00,57.00,53.00,-8.00,45.00,Other
o3,hmmwv,VEH,49.00,32.00,67.00,-17.00,35.00,18.00,Other
o3,kraz,VEH,12.00,42.00,30.00,30.00,-12.00,18.00,Other
o3,lidar,SEN,54.00,24.00,12.00,-30.00,-12.00,-42.00,Other
o3,m113,VEH,17.00,63.00,49.00,46.00,-14.00,32.00,Other
o3,man,VEH,7.00,72.00,52.00,65.00,-20.00,45.00,Other
o3,mass_spring_damper,MBS,35.00,82.00,52.00,47.00,-30.00,17.00,Other
o3,particles,MBS,25.00,72.00,63.00,47.00,-9.00,38.00,Other
o3,pendulum,MBS,52.00,4.00,77.00,-48.00,73.00,25.00,Other
o3,rigid_highway,VEH,52.00,74.00,72.00,22.00,-2.00,20.00,Other
o3,rigid_multipatches,VEH,12.00,30.00,77.00,18.00,47.00,65.00,Other
o3,rotor,FEA,17.00,74.00,54.00,57.00,-20.00,37.00,Other
o3,scm,VEH,37.00,67.00,52.00,30.00,-15.00,15.00,Other
o3,scm_hill,VEH,34.00,64.00,62.00,30.00,-2.00,28.00,Other
o3,sedan,VEH,39.00,47.00,12.00,8.00,-35.00,-27.00,Other
o3,sensros,RBT,29.00,62.00,74.00,33.00,12.00,45.00,Other
o3,slider_crank,MBS,67.00,57.00,72.00,-10.00,15.00,5.00,Other
o3,tablecloth,FEA,34.00,76.00,65.00,42.00,-11.00,31.00,Other
o3,turtlebot,RBT,27.00,71.00,27.00,44.00,-44.00,0.00,Other
o3,uazbus,VEH,27.00,19.00,47.00,-8.00,28.00,20.00,Other
o3,veh_app,SEN,24.00,57.00,49.00,33.00,-8.00,25.00,Other
o3,vehros,RBT,12.00,42.00,49.00,30.00,7.00,37.00,Other
o3,viper,RBT,27.00,64.00,28.00,37.00,-36.00,1.00,Other
o4-mini,art,VEH,39.00,58.00,64.00,19.00,6.00,25.00,Other
o4-mini,beam,FEA,17.00,77.00,67.00,60.00,-10.00,50.00,Other
o4-mini,buckling,FEA,37.00,57.00,54.00,20.00,-3.00,17.00,Other
o4-mini,cable,FEA,27.00,78.00,12.00,51.00,-66.00,-15.00,Other
o4-mini,camera,SEN,12.00,67.00,44.00,55.00,-23.00,32.00,Other
o4-mini,citybus,VEH,12.00,79.00,62.00,67.00,-17.00,50.00,Other
o4-mini,curiosity,RBT,54.00,37.00,22.00,-17.00,-15.00,-32.00,Other
o4-mini,feda,VEH,29.00,32.00,67.00,3.00,35.00,38.00,Other
o4-mini,gator,VEH,12.00,55.00,68.00,43.00,13.00,56.00,Other
o4-mini,gear,MBS,37.00,68.00,49.00,31.00,-19.00,12.00,Other
o4-mini,gps_imu,SEN,27.00,52.00,74.00,25.00,22.00,47.00,Other
o4-mini,handler,RBT,20.00,60.00,27.00,40.00,-33.00,7.00,Other
o4-mini,hmmwv,VEH,30.00,20.00,62.00,-10.00,42.00,32.00,Other
o4-mini,kraz,VEH,15.00,12.00,12.00,-3.00,0.00,-3.00,Other
o4-mini,lidar,SEN,10.00,22.00,12.00,12.00,-10.00,2.00,Other
o4-mini,m113,VEH,34.00,67.00,69.00,33.00,2.00,35.00,Other
o4-mini,man,VEH,25.00,67.00,14.00,42.00,-53.00,-11.00,Other
o4-mini,mass_spring_damper,MBS,22.00,62.00,83.00,40.00,21.00,61.00,Other
o4-mini,particles,MBS,32.00,62.00,78.00,30.00,16.00,46.00,Other
o4-mini,pendulum,MBS,27.00,44.00,37.00,17.00,-7.00,10.00,Other
o4-mini,rigid_highway,VEH,27.00,62.00,77.00,35.00,15.00,50.00,Other
o4-mini,rigid_multipatches,VEH,27.00,67.00,62.00,40.00,-5.00,35.00,Other
o4-mini,rotor,FEA,24.00,69.00,59.00,45.00,-10.00,35.00,Other
o4-mini,scm,VEH,32.00,64.00,49.00,32.00,-15.00,17.00,Other
o4-mini,scm_hill,VEH,25.00,35.00,37.00,10.00,2.00,12.00,Other
o4-mini,sedan,VEH,32.00,32.00,14.00,0.00,-18.00,-18.00,Other
o4-mini,sensros,RBT,10.00,77.00,74.00,67.00,-3.00,64.00,Other
o4-mini,slider_crank,MBS,54.00,32.00,34.00,-22.00,2.00,-20.00,Other
o4-mini,tablecloth,FEA,37.00,52.00,27.00,15.00,-25.00,-10.00,Other
o4-mini,turtlebot,RBT,32.00,66.00,19.00,34.00,-47.00,-13.00,Other
o4-mini,uazbus,VEH,32.00,27.00,37.00,-5.00,10.00,5.00,Other
o4-mini,veh_app,SEN,14.00,37.00,40.00,23.00,3.00,26.00,Other
o4-mini,vehros,RBT,22.00,30.00,54.00,8.00,24.00,32.00,Other
o4-mini,viper,RBT,24.00,54.00,39.00,30.00,-15.00,15.00,Other
phi-3-medium-128k-instruct,art,VEH,0.00,90.00,85.00,90.00,-5.00,85.00,Phi
phi-3-medium-128k-instruct,beam,FEA,25.00,10.00,22.00,-15.00,12.00,-3.00,Phi
phi-3-medium-128k-instruct,buckling,FEA,15.00,12.00,20.00,-3.00,8.00,5.00,Phi
phi-3-medium-128k-instruct,cable,FEA,27.00,78.00,20.00,51.00,-58.00,-7.00,Phi
phi-3-medium-128k-instruct,camera,SEN,2.00,15.00,52.00,13.00,37.00,50.00,Phi
phi-3-medium-128k-instruct,citybus,VEH,10.00,32.00,49.00,22.00,17.00,39.00,Phi
phi-3-medium-128k-instruct,curiosity,RBT,5.00,67.00,35.00,62.00,-32.00,30.00,Phi
phi-3-medium-128k-instruct,feda,VEH,0.00,27.00,35.00,27.00,8.00,35.00,Phi
phi-3-medium-128k-instruct,gator,VEH,27.00,12.00,77.00,-15.00,65.00,50.00,Phi
phi-3-medium-128k-instruct,gear,MBS,7.00,32.00,12.00,25.00,-20.00,5.00,Phi
phi-3-medium-128k-instruct,gps_imu,SEN,10.00,7.00,10.00,-3.00,3.00,0.00,Phi
phi-3-medium-128k-instruct,handler,RBT,15.00,80.00,20.00,65.00,-60.00,5.00,Phi
phi-3-medium-128k-instruct,hmmwv,VEH,35.00,39.00,57.00,4.00,18.00,22.00,Phi
phi-3-medium-128k-instruct,kraz,VEH,0.00,49.00,10.00,49.00,-39.00,10.00,Phi
phi-3-medium-128k-instruct,lidar,SEN,20.00,52.00,17.00,32.00,-35.00,-3.00,Phi
phi-3-medium-128k-instruct,m113,VEH,5.00,37.00,7.00,32.00,-30.00,2.00,Phi
phi-3-medium-128k-instruct,man,VEH,10.00,12.00,32.00,2.00,20.00,22.00,Phi
phi-3-medium-128k-instruct,mass_spring_damper,MBS,20.00,67.00,45.00,47.00,-22.00,25.00,Phi
phi-3-medium-128k-instruct,particles,MBS,2.00,48.00,27.00,46.00,-21.00,25.00,Phi
phi-3-medium-128k-instruct,pendulum,MBS,7.00,48.00,13.00,41.00,-35.00,6.00,Phi
phi-3-medium-128k-instruct,rigid_highway,VEH,15.00,5.00,72.00,-10.00,67.00,57.00,Phi
phi-3-medium-128k-instruct,rigid_multipatches,VEH,7.00,7.00,37.00,0.00,30.00,30.00,Phi
phi-3-medium-128k-instruct,rotor,FEA,14.00,0.00,0.00,-14.00,0.00,-14.00,Phi
phi-3-medium-128k-instruct,scm,VEH,5.00,0.00,0.00,-5.00,0.00,-5.00,Phi
phi-3-medium-128k-instruct,scm_hill,VEH,22.00,0.00,10.00,-22.00,10.00,-12.00,Phi
phi-3-medium-128k-instruct,sedan,VEH,15.00,10.00,10.00,-5.00,0.00,-5.00,Phi
phi-3-medium-128k-instruct,sensros,RBT,12.00,0.00,0.00,-12.00,0.00,-12.00,Phi
phi-3-medium-128k-instruct,slider_crank,MBS,12.00,20.00,10.00,8.00,-10.00,-2.00,Phi
phi-3-medium-128k-instruct,tablecloth,FEA,22.00,20.00,0.00,-2.00,-20.00,-22.00,Phi
phi-3-medium-128k-instruct,turtlebot,RBT,20.00,22.00,13.00,2.00,-9.00,-7.00,Phi
phi-3-medium-128k-instruct,uazbus,VEH,22.00,10.00,0.00,-12.00,-10.00,-22.00,Phi
phi-3-medium-128k-instruct,veh_app,SEN,0.00,5.00,0.00,5.00,-5.00,0.00,Phi
phi-3-medium-128k-instruct,vehros,RBT,15.00,2.00,0.00,-13.00,-2.00,-15.00,Phi
phi-3-medium-128k-instruct,viper,RBT,10.00,52.00,48.00,42.00,-4.00,38.00,Phi
phi-3-mini-128k-instruct,art,VEH,15.00,90.00,50.00,75.00,-40.00,35.00,Phi
phi-3-mini-128k-instruct,beam,FEA,7.00,0.00,32.00,-7.00,32.00,25.00,Phi
phi-3-mini-128k-instruct,buckling,FEA,17.00,0.00,12.00,-17.00,12.00,-5.00,Phi
phi-3-mini-128k-instruct,cable,FEA,12.00,54.00,17.00,42.00,-37.00,5.00,Phi
