model,system,round,codebleu,ngram_match_score,weighted_ngram_match_score,syntax_match_score,dataflow_match_score,rouge1,rouge2,rougeL,rougeLsum,score_document,score_reference,score_reference_document
pe_llama-3.1-70b-instruct,hmmwv,round_1,0.2434,0.0454,0.0759,0.6639,0.1883,0.4765,0.2660,0.3221,0.4765,72,0,0
pe_llama-3.1-70b-instruct,hmmwv,round_2,0.6167,0.6141,0.6190,0.8517,0.3819,0.7763,0.6817,0.7048,0.7763,27,25,29
pe_llama-3.1-70b-instruct,hmmwv,round_3,0.6744,0.7431,0.7420,0.8738,0.3388,0.9378,0.8801,0.8278,0.9330,84,52,69
pe_llama-3.1-70b-instruct,kraz,round_1,0.2513,0.0515,0.0813,0.6751,0.1973,0.4503,0.2732,0.3141,0.4503,57,7,20
pe_llama-3.1-70b-instruct,kraz,round_2,0.8716,0.8376,0.8399,0.9271,0.8819,0.9262,0.8828,0.8536,0.9262,14,60,59
pe_llama-3.1-70b-instruct,kraz,round_3,0.4995,0.3829,0.3929,0.8629,0.3596,0.8079,0.6305,0.7087,0.8043,12,0,25
pe_llama-3.1-70b-instruct,lidar,round_1,0.2097,0.0281,0.0506,0.5833,0.1767,0.3774,0.1262,0.2258,0.3774,57,10,27
pe_llama-3.1-70b-instruct,lidar,round_2,0.5720,0.4802,0.4881,0.8011,0.5185,0.7800,0.6795,0.7029,0.7800,64,20,12
pe_llama-3.1-70b-instruct,lidar,round_3,0.4662,0.3248,0.3575,0.7837,0.3990,0.7117,0.5550,0.5859,0.7080,75,0,12
pe_llama-3.1-70b-instruct,m113,round_1,0.2470,0.0554,0.0756,0.6527,0.2044,0.4272,0.2338,0.2977,0.4272,37,27,2
pe_llama-3.1-70b-instruct,m113,round_2,0.7749,0.7704,0.8681,0.9542,0.5071,0.8889,0.8397,0.8620,0.8889,12,44,59
pe_llama-3.1-70b-instruct,m113,round_3,0.8727,0.9083,0.9139,0.9553,0.7131,0.9637,0.9426,0.9193,0.9637,12,12,47
pe_llama-3.1-70b-instruct,man,round_1,0.2217,0.0121,0.0169,0.6336,0.2242,0.3549,0.1897,0.2454,0.3516,12,0,2
pe_llama-3.1-70b-instruct,man,round_2,0.9061,0.9427,0.9442,0.9864,0.7511,0.9678,0.9600,0.9678,0.9678,52,54,52
pe_llama-3.1-70b-instruct,man,round_3,0.6800,0.6286,0.6504,0.8891,0.5518,0.8280,0.7594,0.6971,0.8262,27,22,37
pe_llama-3.1-70b-instruct,mass_spring_damper,round_1,0.3757,0.1544,0.1644,0.7731,0.4107,0.6283,0.3474,0.3298,0.6178,67,5,15
pe_llama-3.1-70b-instruct,mass_spring_damper,round_2,0.7947,0.8189,0.8418,0.9220,0.5962,0.9539,0.9185,0.9431,0.9539,29,40,60
pe_llama-3.1-70b-instruct,mass_spring_damper,round_3,0.9051,0.8274,0.8288,0.9975,0.9669,0.9848,0.9637,0.9006,0.9848,32,49,38
pe_llama-3.1-70b-instruct,particles,round_1,0.2698,0.0598,0.0727,0.6830,0.2637,0.3425,0.1753,0.1884,0.3425,35,27,25
pe_llama-3.1-70b-instruct,particles,round_2,0.8410,0.8086,0.8118,0.9410,0.8025,0.9657,0.9312,0.9044,0.9657,72,68,75
pe_llama-3.1-70b-instruct,particles,round_3,0.9313,0.8698,0.8709,0.9981,0.9865,0.9528,0.9213,0.9116,0.9528,49,57,67
pe_llama-3.1-70b-instruct,pendulum,round_1,0.3085,0.1178,0.1269,0.6844,0.3047,0.5142,0.3033,0.4104,0.5142,47,10,12
pe_llama-3.1-70b-instruct,pendulum,round_2,0.7991,0.7524,0.8252,0.9880,0.6308,0.8939,0.8598,0.8864,0.8939,83,47,42
pe_llama-3.1-70b-instruct,pendulum,round_3,0.8931,0.8130,0.8165,0.9713,0.9716,0.9865,0.9485,0.9297,0.9865,95,49,52
pe_llama-3.1-70b-instruct,rigid_highway,round_1,0.2695,0.0671,0.0797,0.6961,0.2353,0.4870,0.2457,0.2882,0.4870,12,27,12
pe_llama-3.1-70b-instruct,rigid_highway,round_2,0.8752,0.8656,0.9417,0.9832,0.7104,0.9059,0.8891,0.9018,0.9059,12,74,67
pe_llama-3.1-70b-instruct,rigid_highway,round_3,0.9013,0.9479,0.9496,0.9700,0.7377,0.9855,0.9757,0.9734,0.9855,54,82,75
pe_llama-3.1-70b-instruct,rigid_multipatches,round_1,0.3403,0.1149,0.1204,0.7304,0.3953,0.5523,0.3303,0.4136,0.5500,55,0,32
pe_llama-3.1-70b-instruct,rigid_multipatches,round_2,0.7828,0.7613,0.7851,0.9607,0.6243,0.8991,0.8405,0.8716,0.8991,87,24,39
pe_llama-3.1-70b-instruct,rigid_multipatches,round_3,0.9259,0.8501,0.8537,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,15,72,67
pe_llama-3.1-70b-instruct,rotor,round_1,0.2235,0.0329,0.0585,0.5882,0.2143,0.4505,0.2443,0.2466,0.4505,49,25,25
pe_llama-3.1-70b-instruct,rotor,round_2,0.9759,0.9454,0.9581,1.0000,1.0000,0.9977,0.9954,0.9977,0.9954,34,73,70
pe_llama-3.1-70b-instruct,rotor,round_3,0.7572,0.6826,0.6871,0.8862,0.7729,0.9504,0.8588,0.8960,0.9504,37,54,54
pe_llama-3.1-70b-instruct,scm,round_1,0.2434,0.0497,0.0677,0.6445,0.2115,0.3514,0.1375,0.2286,0.3514,12,5,20
pe_llama-3.1-70b-instruct,scm,round_2,0.6395,0.6384,0.6416,0.9645,0.3134,0.8720,0.7753,0.8508,0.8720,32,60,31
pe_llama-3.1-70b-instruct,scm,round_3,0.6297,0.6469,0.6563,0.8762,0.3392,0.7963,0.7154,0.7327,0.7963,12,27,27
pe_llama-3.1-70b-instruct,scm_hill,round_1,0.2332,0.0416,0.0619,0.6462,0.1831,0.4092,0.1741,0.2586,0.4092,59,27,7
pe_llama-3.1-70b-instruct,scm_hill,round_2,0.7055,0.6617,0.6798,0.9160,0.5643,0.8474,0.7770,0.7361,0.8474,37,37,42
pe_llama-3.1-70b-instruct,scm_hill,round_3,0.8834,0.9077,0.9107,0.9751,0.7401,0.9405,0.9241,0.9378,0.9405,14,39,57
pe_llama-3.1-70b-instruct,sedan,round_1,0.2276,0.0190,0.0218,0.6393,0.2301,0.4529,0.2287,0.2918,0.4529,47,0,27
pe_llama-3.1-70b-instruct,sedan,round_2,0.5821,0.4607,0.5609,0.9342,0.3725,0.7436,0.6039,0.7045,0.7436,22,0,32
pe_llama-3.1-70b-instruct,sedan,round_3,0.5874,0.5788,0.6048,0.8764,0.2897,0.8088,0.7357,0.7538,0.8044,22,0,25
pe_llama-3.1-70b-instruct,sensros,round_1,0.2279,0.0072,0.0097,0.6240,0.2708,0.3439,0.1519,0.2217,0.3416,0,0,0
pe_llama-3.1-70b-instruct,sensros,round_2,0.8717,0.8814,0.8845,0.9609,0.7600,0.9615,0.9520,0.9599,0.9615,12,59,62
pe_llama-3.1-70b-instruct,sensros,round_3,0.9291,0.9760,0.9765,0.9840,0.7800,0.9914,0.9898,0.9914,0.9914,24,75,64
pe_llama-3.1-70b-instruct,slider_crank,round_1,0.3629,0.1308,0.1409,0.6377,0.5421,0.5705,0.3187,0.4052,0.5705,59,12,27
pe_llama-3.1-70b-instruct,slider_crank,round_2,0.8123,0.7110,0.7903,0.9013,0.8468,0.8773,0.8283,0.8310,0.8773,79,59,49
pe_llama-3.1-70b-instruct,slider_crank,round_3,0.9106,0.9157,0.9218,1.0000,0.8048,0.9829,0.9632,0.9804,0.9829,29,62,52
pe_llama-3.1-70b-instruct,tablecloth,round_1,0.2510,0.0470,0.0636,0.6244,0.2692,0.4018,0.1909,0.2236,0.4018,80,20,14
pe_llama-3.1-70b-instruct,tablecloth,round_2,0.6777,0.7030,0.7095,0.8661,0.4323,0.9155,0.8512,0.8412,0.9155,44,32,54
pe_llama-3.1-70b-instruct,tablecloth,round_3,0.9965,0.9939,0.9941,0.9980,1.0000,0.9980,0.9960,0.9980,0.9980,12,59,63
pe_llama-3.1-70b-instruct,turtlebot,round_1,0.3265,0.1346,0.1473,0.6130,0.4109,0.5607,0.2705,0.3797,0.5607,67,20,25
pe_llama-3.1-70b-instruct,turtlebot,round_2,0.8088,0.7477,0.7599,0.8789,0.8487,0.9326,0.8700,0.9050,0.9326,52,70,65
pe_llama-3.1-70b-instruct,turtlebot,round_3,0.4701,0.4135,0.4571,0.7904,0.2194,0.7624,0.6409,0.6128,0.7624,69,27,39
pe_llama-3.1-70b-instruct,uazbus,round_1,0.2445,0.0304,0.0563,0.7163,0.1749,0.4052,0.2107,0.2726,0.4052,24,0,20
pe_llama-3.1-70b-instruct,uazbus,round_2,0.8438,0.8019,0.7904,0.9286,0.8543,0.8894,0.8492,0.8695,0.8894,52,67,70
pe_llama-3.1-70b-instruct,uazbus,round_3,0.8789,0.9206,0.9217,0.9703,0.7028,0.9761,0.9496,0.9067,0.9761,12,22,47
pe_llama-3.1-70b-instruct,veh_app,round_1,0.2470,0.0500,0.0788,0.6373,0.2218,0.4567,0.2156,0.2955,0.4567,83,10,20
pe_llama-3.1-70b-instruct,veh_app,round_2,0.8156,0.7884,0.7941,0.9395,0.7403,0.9111,0.8487,0.8749,0.9111,30,17,17
pe_llama-3.1-70b-instruct,veh_app,round_3,0.8861,0.8561,0.8616,0.9708,0.8558,0.9522,0.9251,0.9208,0.9522,2,54,72
pe_llama-3.1-70b-instruct,vehros,round_1,0.3200,0.0691,0.0750,0.7342,0.4018,0.4086,0.2053,0.3373,0.3990,48,27,32
pe_llama-3.1-70b-instruct,vehros,round_2,0.6203,0.5204,0.5519,0.9140,0.4947,0.8593,0.7935,0.7348,0.8593,90,55,37
pe_llama-3.1-70b-instruct,vehros,round_3,0.7285,0.7428,0.7521,0.9135,0.5055,0.8913,0.8266,0.8169,0.8913,12,27,45
pe_llama-3.1-70b-instruct,viper,round_1,0.2904,0.1014,0.1206,0.6933,0.2463,0.5508,0.2630,0.4153,0.5508,34,22,22
pe_llama-3.1-70b-instruct,viper,round_2,0.9507,0.9694,0.9694,0.9907,0.8731,1.0000,0.9857,0.7920,1.0000,84,72,87
pe_llama-3.1-70b-instruct,viper,round_3,0.7358,0.7243,0.7373,0.9091,0.5726,0.8884,0.8118,0.8505,0.8884,72,32,37
pe_llama-3.1-8b-instruct,art,round_1,0.2092,0.0165,0.0359,0.6471,0.1372,0.3743,0.1805,0.2899,0.3670,17,20,12
pe_llama-3.1-8b-instruct,art,round_2,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,27,90,85
pe_llama-3.1-8b-instruct,art,round_3,0.9671,0.9777,0.9777,0.9973,0.9159,1.0000,0.9923,0.9846,1.0000,52,95,90
pe_llama-3.1-8b-instruct,beam,round_1,0.2723,0.0740,0.1123,0.7466,0.1564,0.5280,0.3815,0.4520,0.5280,77,20,19
pe_llama-3.1-8b-instruct,beam,round_2,0.8471,0.7683,0.7737,0.9708,0.8755,0.9547,0.9364,0.8926,0.9547,87,52,57
pe_llama-3.1-8b-instruct,beam,round_3,0.9428,0.9369,0.9661,0.9860,0.8821,0.9798,0.9750,0.9727,0.9798,69,67,72
pe_llama-3.1-8b-instruct,buckling,round_1,0.1967,0.0037,0.0121,0.6543,0.1166,0.3186,0.1609,0.2132,0.3162,69,15,19
pe_llama-3.1-8b-instruct,buckling,round_2,0.9833,0.9662,0.9669,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0,69,72
pe_llama-3.1-8b-instruct,buckling,round_3,0.5845,0.4481,0.4545,0.9887,0.4467,0.8457,0.6739,0.8225,0.8457,52,7,30
pe_llama-3.1-8b-instruct,cable,round_1,0.2979,0.0250,0.0263,0.6595,0.4809,0.3886,0.1711,0.2576,0.3886,57,20,27
pe_llama-3.1-8b-instruct,cable,round_2,0.9524,0.9048,0.9081,0.9965,1.0000,1.0000,0.9921,0.9882,1.0000,80,75,82
pe_llama-3.1-8b-instruct,cable,round_3,0.5204,0.3929,0.4371,0.8177,0.4337,0.6682,0.5792,0.6208,0.6682,22,2,19
pe_llama-3.1-8b-instruct,camera,round_1,0.1638,0.0022,0.0102,0.5128,0.1301,0.2110,0.0600,0.1386,0.2110,22,25,15
pe_llama-3.1-8b-instruct,camera,round_2,0.9705,0.9823,0.9830,0.9924,0.9244,0.9954,0.9931,0.9954,0.9954,54,54,59
pe_llama-3.1-8b-instruct,camera,round_3,0.9165,0.9238,0.9263,0.9600,0.8560,0.9666,0.9397,0.9577,0.9666,12,0,25
pe_llama-3.1-8b-instruct,citybus,round_1,0.2286,0.0234,0.0426,0.6448,0.2035,0.3633,0.1699,0.2399,0.3633,37,20,25
pe_llama-3.1-8b-instruct,citybus,round_2,0.8958,0.9004,0.9033,0.9728,0.8067,0.9711,0.9533,0.9660,0.9711,29,52,52
pe_llama-3.1-8b-instruct,citybus,round_3,0.9939,0.9878,0.9880,1.0000,1.0000,0.9961,0.9936,0.9961,0.9961,57,73,79
pe_llama-3.1-8b-instruct,curiosity,round_1,0.3499,0.1737,0.1900,0.7188,0.3171,0.5116,0.2944,0.3442,0.5070,40,96,12
pe_llama-3.1-8b-instruct,curiosity,round_2,0.8671,0.8784,0.8830,0.9431,0.7639,0.9563,0.9163,0.9524,0.9563,39,68,57
pe_llama-3.1-8b-instruct,curiosity,round_3,0.6742,0.5712,0.6118,0.9011,0.6128,0.8158,0.7360,0.7040,0.8158,73,42,43
pe_llama-3.1-8b-instruct,feda,round_1,0.2278,0.0283,0.0709,0.6419,0.1704,0.2942,0.1517,0.2346,0.2903,30,0,30
pe_llama-3.1-8b-instruct,feda,round_2,0.8722,0.8688,0.8770,0.9526,0.7906,0.9406,0.9139,0.9353,0.9406,47,47,47
pe_llama-3.1-8b-instruct,feda,round_3,0.5758,0.5742,0.6180,0.8647,0.2461,0.7792,0.7333,0.7497,0.7792,9,10,37
pe_llama-3.1-8b-instruct,gator,round_1,0.2045,0.0225,0.0551,0.6061,0.1345,0.3499,0.1796,0.2545,0.3499,62,0,20
pe_llama-3.1-8b-instruct,gator,round_2,0.7645,0.7209,0.7270,0.9280,0.6822,0.8743,0.7977,0.8000,0.8743,44,12,32
pe_llama-3.1-8b-instruct,gator,round_3,0.9596,0.9638,0.9644,1.0000,0.9103,0.9921,0.9841,0.9921,0.9921,57,42,60
pe_llama-3.1-8b-instruct,gear,round_1,0.2458,0.0687,0.0897,0.6019,0.2230,0.4238,0.2630,0.3354,0.4238,22,9,12
pe_llama-3.1-8b-instruct,gear,round_2,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,65,88,67
pe_llama-3.1-8b-instruct,gear,round_3,0.7530,0.6789,0.6857,0.8836,0.7638,0.8999,0.8533,0.8789,0.8999,34,39,40
pe_llama-3.1-8b-instruct,gps_imu,round_1,0.2346,0.0399,0.0780,0.6545,0.1661,0.3405,0.1508,0.2301,0.3405,25,0,2
pe_llama-3.1-8b-instruct,gps_imu,round_2,0.7958,0.8216,0.8170,0.9451,0.5994,0.9441,0.8999,0.8726,0.9441,34,42,62
pe_llama-3.1-8b-instruct,gps_imu,round_3,0.7725,0.8523,0.9101,0.9765,0.3512,0.9494,0.9304,0.9322,0.9494,12,74,69
pe_llama-3.1-8b-instruct,handler,round_1,0.2599,0.0108,0.0193,0.5894,0.4204,0.2507,0.0838,0.1410,0.2480,2,0,12
pe_llama-3.1-8b-instruct,handler,round_2,0.9797,0.9734,0.9748,0.9707,0.0000,0.9909,0.9872,0.9909,0.9909,60,65,70
pe_llama-3.1-8b-instruct,handler,round_3,0.6519,0.6195,0.6276,0.8810,0.4796,0.8349,0.7523,0.7133,0.8349,62,20,25
pe_llama-3.1-8b-instruct,hmmwv,round_1,0.2489,0.0144,0.0218,0.7218,0.2377,0.4417,0.2270,0.2721,0.4417,12,10,12
pe_llama-3.1-8b-instruct,hmmwv,round_2,0.5221,0.4977,0.5086,0.8199,0.2621,0.7720,0.6355,0.6541,0.7697,50,25,39
pe_llama-3.1-8b-instruct,hmmwv,round_3,0.6625,0.6860,0.7482,0.8810,0.3347,0.8909,0.8354,0.7922,0.8909,42,59,62
pe_llama-3.1-8b-instruct,kraz,round_1,0.3045,0.0685,0.0834,0.7345,0.3318,0.3325,0.1515,0.1889,0.3300,29,0,7
pe_llama-3.1-8b-instruct,kraz,round_2,0.8343,0.7851,0.7746,0.9271,0.8504,0.9112,0.8676,0.8542,0.9112,12,14,67
pe_llama-3.1-8b-instruct,kraz,round_3,0.5495,0.4912,0.5001,0.8921,0.3146,0.8067,0.6604,0.6275,0.8067,17,0,30
pe_llama-3.1-8b-instruct,lidar,round_1,0.2599,0.0343,0.0367,0.5685,0.4000,0.3088,0.1178,0.1728,0.3065,9,12,7
pe_llama-3.1-8b-instruct,lidar,round_2,0.6616,0.6609,0.6704,0.8780,0.4370,0.7822,0.7089,0.7471,0.7822,50,35,12
pe_llama-3.1-8b-instruct,lidar,round_3,0.6322,0.6210,0.6427,0.7979,0.4672,0.7352,0.6613,0.6683,0.7352,10,17,47
pe_llama-3.1-8b-instruct,m113,round_1,0.2806,0.0683,0.0815,0.6971,0.2756,0.3489,0.1749,0.1912,0.3489,12,20,22
pe_llama-3.1-8b-instruct,m113,round_2,0.8526,0.8438,0.8486,0.9596,0.7583,0.9174,0.8739,0.8945,0.9174,27,37,32
pe_llama-3.1-8b-instruct,m113,round_3,0.8627,0.9156,0.9192,0.9506,0.6653,0.9519,0.9422,0.9447,0.9519,19,47,54
pe_llama-3.1-8b-instruct,man,round_1,0.2619,0.0736,0.0812,0.6639,0.2287,0.4296,0.2140,0.2637,0.4296,12,0,25
pe_llama-3.1-8b-instruct,man,round_2,0.9133,0.9549,0.9563,0.9864,0.7555,0.9729,0.9677,0.9729,0.9729,39,52,67
pe_llama-3.1-8b-instruct,man,round_3,0.2687,0.0693,0.1768,0.6748,0.1541,0.3914,0.2987,0.3081,0.3889,25,14,0
pe_llama-3.1-8b-instruct,mass_spring_damper,round_1,0.3186,0.0305,0.0874,0.7546,0.4018,0.3333,0.1851,0.1994,0.3333,14,22,25
pe_llama-3.1-8b-instruct,mass_spring_damper,round_2,0.7445,0.7454,0.7589,0.9162,0.5577,0.9239,0.8782,0.8438,0.9239,30,60,52
pe_llama-3.1-8b-instruct,mass_spring_damper,round_3,0.8968,0.8190,0.8205,0.9724,0.9752,0.9848,0.9707,0.9333,0.9848,40,34,53
pe_llama-3.1-8b-instruct,particles,round_1,0.2962,0.0992,0.1204,0.7113,0.2537,0.3595,0.1891,0.2688,0.3595,37,22,27
pe_llama-3.1-8b-instruct,particles,round_2,0.8241,0.7966,0.7978,0.9367,0.7654,0.9600,0.9259,0.8679,0.9552,29,58,67
pe_llama-3.1-8b-instruct,particles,round_3,0.8563,0.8698,0.8709,0.9944,0.6902,0.9616,0.9299,0.9143,0.9616,69,67,63
pe_llama-3.1-8b-instruct,pendulum,round_1,0.3323,0.0959,0.1062,0.7131,0.4141,0.5865,0.3627,0.3810,0.5865,75,25,17
pe_llama-3.1-8b-instruct,pendulum,round_2,0.8685,0.8194,0.8206,0.9880,0.8462,0.9426,0.9066,0.9426,0.9426,47,40,42
pe_llama-3.1-8b-instruct,pendulum,round_3,0.8801,0.8120,0.8157,0.9828,0.9100,0.9811,0.9566,0.9000,0.9811,55,42,53
pe_llama-3.1-8b-instruct,rigid_highway,round_1,0.2429,0.0379,0.0698,0.6831,0.1807,0.4257,0.2136,0.2973,0.4257,25,25,25
pe_llama-3.1-8b-instruct,rigid_highway,round_2,0.8743,0.8859,0.9398,0.9688,0.7027,0.9167,0.8929,0.9060,0.9167,22,55,77
pe_llama-3.1-8b-instruct,rigid_highway,round_3,0.8857,0.9359,0.9379,0.9600,0.7090,0.9829,0.9756,0.9805,0.9829,27,65,67
pe_llama-3.1-8b-instruct,rigid_multipatches,round_1,0.2543,0.0019,0.0347,0.7120,0.2688,0.0393,0.0178,0.0321,0.0391,12,0,10
pe_llama-3.1-8b-instruct,rigid_multipatches,round_2,0.7689,0.7156,0.7285,0.9668,0.6647,0.8839,0.8079,0.8386,0.8839,72,12,29
pe_llama-3.1-8b-instruct,rigid_multipatches,round_3,0.8958,0.8070,0.8114,0.9885,0.9763,0.9770,0.9660,0.9770,0.9770,60,69,70
pe_llama-3.1-8b-instruct,rotor,round_1,0.2714,0.0400,0.0503,0.5969,0.3985,0.3585,0.1453,0.2276,0.3585,22,15,22
pe_llama-3.1-8b-instruct,rotor,round_2,0.8080,0.8612,0.8741,0.8802,0.6165,0.9805,0.9575,0.9782,0.9782,47,67,77
pe_llama-3.1-8b-instruct,rotor,round_3,0.7975,0.7407,0.7446,0.8843,0.8202,0.9502,0.8739,0.9054,0.9502,79,59,65
pe_llama-3.1-8b-instruct,scm,round_1,0.2302,0.0115,0.0138,0.6503,0.2452,0.4283,0.1745,0.2512,0.4219,15,12,17
pe_llama-3.1-8b-instruct,scm,round_2,0.1954,0.0660,0.1051,0.4760,0.1343,0.3541,0.2081,0.3272,0.3541,25,17,10
pe_llama-3.1-8b-instruct,scm,round_3,0.5829,0.5781,0.6038,0.8664,0.2832,0.7818,0.7275,0.7570,0.7818,37,20,32
pe_llama-3.1-8b-instruct,scm_hill,round_1,0.1876,0.0049,0.0123,0.6156,0.1174,0.3180,0.1423,0.2222,0.3180,32,0,32
pe_llama-3.1-8b-instruct,scm_hill,round_2,0.6155,0.6299,0.6567,0.9122,0.2632,0.8408,0.7824,0.7378,0.8408,12,37,32
pe_llama-3.1-8b-instruct,scm_hill,round_3,0.8364,0.8834,0.8881,0.9529,0.6211,0.9212,0.9019,0.9158,0.9212,29,34,52
pe_llama-3.1-8b-instruct,sedan,round_1,0.2091,0.0127,0.0206,0.6393,0.1637,0.3508,0.1827,0.2327,0.3508,4,20,25
pe_llama-3.1-8b-instruct,sedan,round_2,0.6326,0.5232,0.5895,0.9406,0.4771,0.7717,0.6454,0.6540,0.7717,27,29,37
pe_llama-3.1-8b-instruct,sedan,round_3,0.5739,0.5146,0.5483,0.8742,0.3586,0.7911,0.7216,0.7400,0.7911,37,25,12
pe_llama-3.1-8b-instruct,sensros,round_1,0.0488,0.0000,0.0016,0.0508,0.1429,0.0024,0.0007,0.0024,0.0024,15,0,7
pe_llama-3.1-8b-instruct,sensros,round_2,0.8648,0.8698,0.8735,0.9609,0.7550,0.9652,0.9540,0.8813,0.9652,44,12,39
pe_llama-3.1-8b-instruct,sensros,round_3,0.8594,0.9607,0.9647,0.9822,0.5300,0.9796,0.9765,0.9796,0.9796,75,65,47
pe_llama-3.1-8b-instruct,slider_crank,round_1,0.3272,0.1028,0.1280,0.6304,0.4474,0.4290,0.2006,0.2839,0.4258,49,20,25
pe_llama-3.1-8b-instruct,slider_crank,round_2,0.8311,0.7128,0.7995,0.8805,0.9315,0.8538,0.7884,0.8144,0.8515,69,54,44
pe_llama-3.1-8b-instruct,slider_crank,round_3,0.9077,0.9153,0.9172,0.9974,0.8008,0.9804,0.9607,0.9779,0.9804,44,68,67
pe_llama-3.1-8b-instruct,tablecloth,round_1,0.2040,0.0076,0.0146,0.6091,0.1846,0.3485,0.1291,0.2386,0.3485,52,25,27
pe_llama-3.1-8b-instruct,tablecloth,round_2,0.6570,0.6992,0.7036,0.8641,0.3613,0.9102,0.8446,0.8082,0.9102,74,64,56
pe_llama-3.1-8b-instruct,tablecloth,round_3,0.9918,0.9866,0.9867,0.9941,1.0000,0.9980,0.9920,0.9920,0.9980,12,62,62
pe_llama-3.1-8b-instruct,turtlebot,round_1,0.2640,0.1040,0.1197,0.5609,0.2713,0.5475,0.2955,0.3710,0.5475,12,0,12
pe_llama-3.1-8b-instruct,turtlebot,round_2,0.7618,0.7266,0.7377,0.8789,0.7039,0.9210,0.8310,0.7663,0.9210,57,56,75
pe_llama-3.1-8b-instruct,turtlebot,round_3,0.4365,0.3622,0.4218,0.7928,0.1691,0.7447,0.6292,0.6501,0.7447,12,12,12
pe_llama-3.1-8b-instruct,uazbus,round_1,0.1978,0.0045,0.0129,0.6529,0.1211,0.3421,0.1535,0.2495,0.3421,24,0,17
pe_llama-3.1-8b-instruct,uazbus,round_2,0.8368,0.7892,0.7868,0.9286,0.8425,0.8933,0.8674,0.8701,0.8933,12,34,59
pe_llama-3.1-8b-instruct,uazbus,round_3,0.8696,0.9036,0.9056,0.9703,0.6988,0.9555,0.9312,0.9025,0.9555,47,29,62
pe_llama-3.1-8b-instruct,veh_app,round_1,0.2048,0.0119,0.0196,0.6103,0.1774,0.3855,0.1616,0.2464,0.3823,52,25,30
pe_llama-3.1-8b-instruct,veh_app,round_2,0.7361,0.6736,0.6869,0.9128,0.6713,0.8394,0.7532,0.7318,0.8394,15,12,32
pe_llama-3.1-8b-instruct,veh_app,round_3,0.8951,0.8716,0.8761,0.9677,0.8651,0.9602,0.9436,0.9361,0.9602,2,30,54
pe_llama-3.1-8b-instruct,vehros,round_1,0.2473,0.0224,0.0278,0.6712,0.2679,0.3461,0.1228,0.2595,0.3410,25,5,15
pe_llama-3.1-8b-instruct,vehros,round_2,0.5626,0.4579,0.4982,0.8952,0.3989,0.8267,0.7500,0.6565,0.8267,59,25,25
pe_llama-3.1-8b-instruct,vehros,round_3,0.6768,0.6644,0.6770,0.8934,0.4725,0.8943,0.8157,0.7484,0.8943,12,30,20
pe_llama-3.1-8b-instruct,viper,round_1,0.3179,0.1375,0.1615,0.6218,0.3507,0.5874,0.3466,0.4569,0.5828,32,12,17
pe_llama-3.1-8b-instruct,viper,round_2,0.7557,0.7655,0.7876,0.9164,0.5533,0.8927,0.8703,0.8675,0.8927,32,35,47
pe_llama-3.1-8b-instruct,viper,round_3,0.6533,0.6080,0.7161,0.9045,0.3846,0.8519,0.7769,0.8025,0.8519,88,27,24
pe_llama-3.3-70b-instruct,art,round_1,0.2321,0.0263,0.0735,0.6604,0.1681,0.3629,0.2209,0.2973,0.3629,17,0,15
pe_llama-3.3-70b-instruct,art,round_2,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,44,90,90
pe_llama-3.3-70b-instruct,art,round_3,0.9296,0.8977,0.9076,0.9973,0.9159,0.9910,0.9730,0.9782,0.9910,52,85,83
pe_llama-3.3-70b-instruct,beam,round_1,0.3002,0.1170,0.1728,0.7357,0.1754,0.5188,0.3897,0.4436,0.5149,87,25,0
pe_llama-3.3-70b-instruct,beam,round_2,0.8518,0.7589,0.7953,0.9903,0.8627,0.9787,0.9560,0.8833,0.9787,12,72,67
pe_llama-3.3-70b-instruct,beam,round_3,0.9830,0.9705,0.9709,0.9907,1.0000,0.9952,0.9927,0.9614,0.9952,54,73,72
pe_llama-3.3-70b-instruct,buckling,round_1,0.2119,0.0152,0.0399,0.6511,0.1414,0.3411,0.1837,0.1926,0.3387,90,12,27
pe_llama-3.3-70b-instruct,buckling,round_2,0.9903,0.9803,0.9808,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,58,69,69
pe_llama-3.3-70b-instruct,buckling,round_3,0.7219,0.5708,0.5762,0.9887,0.7519,0.9074,0.7883,0.8843,0.9074,64,7,52
pe_llama-3.3-70b-instruct,cable,round_1,0.2788,0.0629,0.0810,0.6810,0.2901,0.3591,0.1509,0.2255,0.3591,47,32,10
pe_llama-3.3-70b-instruct,cable,round_2,0.9627,0.9237,0.9271,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,77,80,95
pe_llama-3.3-70b-instruct,cable,round_3,0.4989,0.3619,0.3881,0.8248,0.4207,0.7312,0.5913,0.6150,0.7312,78,12,52
pe_llama-3.3-70b-instruct,camera,round_1,0.1880,0.0108,0.0279,0.5128,0.2007,0.3028,0.0828,0.1896,0.3028,47,0,32
