Model,System,Round,Score Document,Score Reference,Score Ref+Doc
deepseek-r1,art,first,0,1,9
deepseek-r1,art,second,0,2,
deepseek-r1,art,third,85,6,
mixtral-8x7b-instruct-v0.1,uazbus,first,75,3,3
mixtral-8x7b-instruct-v0.1,uazbus,second,85,65,9
mixtral-8x7b-instruct-v0.1,uazbus,third,85,4,
mixtral-8x7b-instruct-v0.1,uazbus,gpt-4.1-mini,first,15,0,
mixtral-8x7b-instruct-v0.1,uazbus,gpt-4.1-mini,second,83,1,
mixtral-8x7b-instruct-v0.1,uazbus,gpt-4.1-mini,third,65,,6
mixtral-8x7b-instruct-v0.1,uazbus,gpt-4.1-nano,first,55,,
mixtral-8x7b-instruct-v0.1,uazbus,gpt-4.1-nano,second,85,,
mixtral-8x7b-instruct-v0.1,uazbus,gpt-4.1-nano,third,85,,
mixtral-8x7b-instruct-v0.1,uazbus,gpt-4o-mini,first,60,4,
mixtral-8x7b-instruct-v0.1,uazbus,gpt-4o-mini,second,85,6,8
mixtral-8x7b-instruct-v0.1,uazbus,gpt-4o-mini,third,85,3,
mixtral-8x7b-instruct-v0.1,vehros,first,20,1,
mixtral-8x7b-instruct-v0.1,vehros,second,80,4,7
mixtral-8x7b-instruct-v0.1,vehros,third,75,2,4
mixtral-8x7b-instruct-v0.1,vehros,gpt-4.1-mini,first,40,30,
mixtral-8x7b-instruct-v0.1,vehros,gpt-4.1-mini,second,60,3,
mixtral-8x7b-instruct-v0.1,vehros,gpt-4.1-mini,third,70,45,
mixtral-8x7b-instruct-v0.1,vehros,gpt-4.1-nano,first,20,5,
mixtral-8x7b-instruct-v0.1,vehros,gpt-4.1-nano,second,75,,
mixtral-8x7b-instruct-v0.1,vehros,gpt-4.1-nano,third,45,,
mixtral-8x7b-instruct-v0.1,vehros,gpt-4o-mini,first,35,1,2
mixtral-8x7b-instruct-v0.1,vehros,gpt-4o-mini,second,85,7,6
mixtral-8x7b-instruct-v0.1,vehros,gpt-4o-mini,third,85,2,3
mixtral-8x7b-instruct-v0.1,veh_app,first,65,4,5
mixtral-8x7b-instruct-v0.1,veh_app,second,85,8,7
mixtral-8x7b-instruct-v0.1,veh_app,third,85,60,
mixtral-8x7b-instruct-v0.1,veh_app,gpt-4.1-mini,first,20,9,2
mixtral-8x7b-instruct-v0.1,veh_app,gpt-4.1-mini,second,79,,7
mixtral-8x7b-instruct-v0.1,veh_app,gpt-4.1-mini,third,45,,7
mixtral-8x7b-instruct-v0.1,veh_app,gpt-4.1-nano,first,65,,
mixtral-8x7b-instruct-v0.1,veh_app,gpt-4.1-nano,second,85,3,
mixtral-8x7b-instruct-v0.1,veh_app,gpt-4.1-nano,third,85,,
mixtral-8x7b-instruct-v0.1,veh_app,gpt-4o-mini,first,65,20,5
mixtral-8x7b-instruct-v0.1,veh_app,gpt-4o-mini,second,85,65,
mixtral-8x7b-instruct-v0.1,veh_app,gpt-4o-mini,third,85,60,9
mixtral-8x7b-instruct-v0.1,viper,first,75,4,5
mixtral-8x7b-instruct-v0.1,viper,second,85,6,7
mixtral-8x7b-instruct-v0.1,viper,third,85,4,
mixtral-8x7b-instruct-v0.1,viper,gpt-4.1-mini,first,25,15,4
mixtral-8x7b-instruct-v0.1,viper,gpt-4.1-mini,second,82,4,
mixtral-8x7b-instruct-v0.1,viper,gpt-4.1-mini,third,50,2,4
mixtral-8x7b-instruct-v0.1,viper,gpt-4.1-nano,first,78,5,
mixtral-8x7b-instruct-v0.1,viper,gpt-4.1-nano,second,85,,
mixtral-8x7b-instruct-v0.1,viper,gpt-4.1-nano,third,78,0,
mixtral-8x7b-instruct-v0.1,viper,gpt-4o-mini,first,75,1,
mixtral-8x7b-instruct-v0.1,viper,gpt-4o-mini,second,85,5,7
mixtral-8x7b-instruct-v0.1,viper,gpt-4o-mini,third,85,,
phi-3-medium-128k-instruct,art,first,60,80,5
phi-3-medium-128k-instruct,art,second,85,70,
phi-3-medium-128k-instruct,art,third,90,5,10
phi-3-medium-128k-instruct,art,gpt-4.1-mini,first,15,0,
phi-3-medium-128k-instruct,art,gpt-4.1-mini,second,90,9,
phi-3-medium-128k-instruct,art,gpt-4.1-mini,third,88,9,
phi-3-medium-128k-instruct,art,gpt-4.1-nano,first,75,0,
phi-3-medium-128k-instruct,art,gpt-4.1-nano,second,85,10,
phi-3-medium-128k-instruct,art,gpt-4.1-nano,third,85,,
phi-3-medium-128k-instruct,art,gpt-4o-mini,first,60,3,4
phi-3-medium-128k-instruct,art,gpt-4o-mini,second,85,7,9
phi-3-medium-128k-instruct,art,gpt-4o-mini,third,85,5,10
phi-3-medium-128k-instruct,beam,first,60,2,3
phi-3-medium-128k-instruct,beam,second,65,3,5
phi-3-medium-128k-instruct,beam,third,60,4,6
phi-3-medium-128k-instruct,beam,gpt-4.1-mini,first,55,3,2
phi-3-medium-128k-instruct,beam,gpt-4.1-mini,second,75,3,4
phi-3-medium-128k-instruct,beam,gpt-4.1-mini,third,45,50,3
phi-3-medium-128k-instruct,beam,gpt-4.1-nano,first,70,89,
phi-3-medium-128k-instruct,beam,gpt-4.1-nano,second,20,8,
phi-3-medium-128k-instruct,beam,gpt-4.1-nano,third,75,,
phi-3-medium-128k-instruct,beam,gpt-4o-mini,first,50,2,2
phi-3-medium-128k-instruct,beam,gpt-4o-mini,second,60,3,67
phi-3-medium-128k-instruct,beam,gpt-4o-mini,third,65,,6
phi-3-medium-128k-instruct,buckling,first,60,2,5
phi-3-medium-128k-instruct,buckling,second,30,2,
phi-3-medium-128k-instruct,buckling,third,45,3,3
phi-3-medium-128k-instruct,buckling,gpt-4.1-mini,first,10,15,2
phi-3-medium-128k-instruct,buckling,gpt-4.1-mini,second,60,0,4
phi-3-medium-128k-instruct,buckling,gpt-4.1-mini,third,15,2,
phi-3-medium-128k-instruct,buckling,gpt-4.1-nano,first,45,1,
phi-3-medium-128k-instruct,buckling,gpt-4.1-nano,second,70,3,
phi-3-medium-128k-instruct,buckling,gpt-4.1-nano,third,20,,
phi-3-medium-128k-instruct,buckling,gpt-4o-mini,first,45,2,
phi-3-medium-128k-instruct,buckling,gpt-4o-mini,second,50,2,5
phi-3-medium-128k-instruct,buckling,gpt-4o-mini,third,40,2,3
phi-3-medium-128k-instruct,cable,first,20,2,2
phi-3-medium-128k-instruct,cable,second,85,5,9
phi-3-medium-128k-instruct,cable,third,75,4,6
phi-3-medium-128k-instruct,cable,gpt-4.1-mini,first,5,10,1
phi-3-medium-128k-instruct,cable,gpt-4.1-mini,second,80,9,10
phi-3-medium-128k-instruct,cable,gpt-4.1-mini,third,45,10,2
phi-3-medium-128k-instruct,cable,gpt-4.1-nano,first,15,0,
phi-3-medium-128k-instruct,cable,gpt-4.1-nano,second,85,7,
phi-3-medium-128k-instruct,cable,gpt-4.1-nano,third,75,9,
phi-3-medium-128k-instruct,cable,gpt-4o-mini,first,25,2,2
phi-3-medium-128k-instruct,cable,gpt-4o-mini,second,85,5,10
phi-3-medium-128k-instruct,cable,gpt-4o-mini,third,70,,5
phi-3-medium-128k-instruct,camera,first,60,2,3
phi-3-medium-128k-instruct,camera,second,30,2,
phi-3-medium-128k-instruct,camera,third,30,2,2
phi-3-medium-128k-instruct,camera,gpt-4.1-mini,first,20,15,1
phi-3-medium-128k-instruct,camera,gpt-4.1-mini,second,25,25,3
phi-3-medium-128k-instruct,camera,gpt-4.1-mini,third,15,0,2
phi-3-medium-128k-instruct,camera,gpt-4.1-nano,first,55,,
phi-3-medium-128k-instruct,camera,gpt-4.1-nano,second,15,87,1
phi-3-medium-128k-instruct,camera,gpt-4.1-nano,third,10,7,3
phi-3-medium-128k-instruct,camera,gpt-4o-mini,first,60,2,5
phi-3-medium-128k-instruct,camera,gpt-4o-mini,second,35,2,4
phi-3-medium-128k-instruct,camera,gpt-4o-mini,third,45,2,
phi-3-medium-128k-instruct,citybus,first,55,3,4
phi-3-medium-128k-instruct,citybus,second,90,5,7
phi-3-medium-128k-instruct,citybus,third,85,7,9
phi-3-medium-128k-instruct,citybus,gpt-4.1-mini,first,15,,
phi-3-medium-128k-instruct,citybus,gpt-4.1-mini,second,80,,
phi-3-medium-128k-instruct,citybus,gpt-4.1-mini,third,92,,
phi-3-medium-128k-instruct,citybus,gpt-4.1-nano,first,45,6,
phi-3-medium-128k-instruct,citybus,gpt-4.1-nano,second,85,3,
phi-3-medium-128k-instruct,citybus,gpt-4.1-nano,third,90,,
phi-3-medium-128k-instruct,citybus,gpt-4o-mini,first,40,3,4
phi-3-medium-128k-instruct,citybus,gpt-4o-mini,second,85,4,9
phi-3-medium-128k-instruct,citybus,gpt-4o-mini,third,85,65,9
phi-3-medium-128k-instruct,curiosity,first,40,15,
phi-3-medium-128k-instruct,curiosity,second,30,85,
phi-3-medium-128k-instruct,curiosity,third,85,4,8
phi-3-medium-128k-instruct,curiosity,gpt-4.1-mini,first,10,0,1
phi-3-medium-128k-instruct,curiosity,gpt-4.1-mini,second,40,11,5
phi-3-medium-128k-instruct,curiosity,gpt-4.1-mini,third,83,2,6
phi-3-medium-128k-instruct,curiosity,gpt-4.1-nano,first,20,4,0
phi-3-medium-128k-instruct,curiosity,gpt-4.1-nano,second,75,,9
phi-3-medium-128k-instruct,curiosity,gpt-4.1-nano,third,85,,
phi-3-medium-128k-instruct,curiosity,gpt-4o-mini,first,40,3,2
phi-3-medium-128k-instruct,curiosity,gpt-4o-mini,second,70,2,4
phi-3-medium-128k-instruct,curiosity,gpt-4o-mini,third,85,4,
phi-3-medium-128k-instruct,feda,first,65,3,
phi-3-medium-128k-instruct,feda,second,85,3,8
phi-3-medium-128k-instruct,feda,third,85,1,
phi-3-medium-128k-instruct,feda,gpt-4.1-mini,first,20,35,2
phi-3-medium-128k-instruct,feda,gpt-4.1-mini,second,50,80,
phi-3-medium-128k-instruct,feda,gpt-4.1-mini,third,90,,
phi-3-medium-128k-instruct,feda,gpt-4.1-nano,first,65,77,
phi-3-medium-128k-instruct,feda,gpt-4.1-nano,second,85,,
phi-3-medium-128k-instruct,feda,gpt-4.1-nano,third,85,,
phi-3-medium-128k-instruct,feda,gpt-4o-mini,first,55,2,2
phi-3-medium-128k-instruct,feda,gpt-4o-mini,second,85,4,3
phi-3-medium-128k-instruct,feda,gpt-4o-mini,third,85,60,7
phi-3-medium-128k-instruct,gator,first,40,2,2
phi-3-medium-128k-instruct,gator,second,85,40,3
phi-3-medium-128k-instruct,gator,third,90,8,9
phi-3-medium-128k-instruct,gator,gpt-4.1-mini,first,10,10,2
phi-3-medium-128k-instruct,gator,gpt-4.1-mini,second,61,4,6
phi-3-medium-128k-instruct,gator,gpt-4.1-mini,third,90,,
phi-3-medium-128k-instruct,gator,gpt-4.1-nano,first,45,1,
phi-3-medium-128k-instruct,gator,gpt-4.1-nano,second,85,15,
phi-3-medium-128k-instruct,gator,gpt-4.1-nano,third,85,,
phi-3-medium-128k-instruct,gator,gpt-4o-mini,first,30,3,2
phi-3-medium-128k-instruct,gator,gpt-4o-mini,second,75,3,4
phi-3-medium-128k-instruct,gator,gpt-4o-mini,third,85,7,
phi-3-medium-128k-instruct,gear,first,45,2,4
phi-3-medium-128k-instruct,gear,second,30,2,3
phi-3-medium-128k-instruct,gear,third,55,2,
phi-3-medium-128k-instruct,gear,gpt-4.1-mini,first,10,10,2
phi-3-medium-128k-instruct,gear,gpt-4.1-mini,second,5,0,
phi-3-medium-128k-instruct,gear,gpt-4.1-mini,third,25,,
phi-3-medium-128k-instruct,gear,gpt-4.1-nano,first,75,0,
phi-3-medium-128k-instruct,gear,gpt-4.1-nano,second,15,,
phi-3-medium-128k-instruct,gear,gpt-4.1-nano,third,85,3,
phi-3-medium-128k-instruct,gear,gpt-4o-mini,first,40,2,5
phi-3-medium-128k-instruct,gear,gpt-4o-mini,second,30,1,
phi-3-medium-128k-instruct,gear,gpt-4o-mini,third,60,2,3
phi-3-medium-128k-instruct,gps_imu,first,70,2,3
phi-3-medium-128k-instruct,gps_imu,second,75,2,6
phi-3-medium-128k-instruct,gps_imu,third,10,2,8
phi-3-medium-128k-instruct,gps_imu,gpt-4.1-mini,first,63,7,2
phi-3-medium-128k-instruct,gps_imu,gpt-4.1-mini,second,85,20,2
phi-3-medium-128k-instruct,gps_imu,gpt-4.1-mini,third,0,0,10
phi-3-medium-128k-instruct,gps_imu,gpt-4.1-nano,first,65,79,
phi-3-medium-128k-instruct,gps_imu,gpt-4.1-nano,second,55,,
phi-3-medium-128k-instruct,gps_imu,gpt-4.1-nano,third,20,84,
phi-3-medium-128k-instruct,gps_imu,gpt-4o-mini,first,70,2,
phi-3-medium-128k-instruct,gps_imu,gpt-4o-mini,second,65,2,
phi-3-medium-128k-instruct,gps_imu,gpt-4o-mini,third,10,35,7
phi-3-medium-128k-instruct,handler,first,60,2,6
phi-3-medium-128k-instruct,handler,second,85,7,10
phi-3-medium-128k-instruct,handler,third,75,4,
phi-3-medium-128k-instruct,handler,gpt-4.1-mini,first,15,0,1
phi-3-medium-128k-instruct,handler,gpt-4.1-mini,second,90,9,5
phi-3-medium-128k-instruct,handler,gpt-4.1-mini,third,20,0,
phi-3-medium-128k-instruct,handler,gpt-4.1-nano,first,45,1,
phi-3-medium-128k-instruct,handler,gpt-4.1-nano,second,85,,
phi-3-medium-128k-instruct,handler,gpt-4.1-nano,third,55,90,
phi-3-medium-128k-instruct,handler,gpt-4o-mini,first,60,2,3
phi-3-medium-128k-instruct,handler,gpt-4o-mini,second,75,,9
phi-3-medium-128k-instruct,handler,gpt-4o-mini,third,65,4,
phi-3-medium-128k-instruct,hmmwv,first,55,30,4
phi-3-medium-128k-instruct,hmmwv,second,45,6,3
phi-3-medium-128k-instruct,hmmwv,third,50,2,3
phi-3-medium-128k-instruct,hmmwv,gpt-4.1-mini,first,15,10,
phi-3-medium-128k-instruct,hmmwv,gpt-4.1-mini,second,25,30,2
phi-3-medium-128k-instruct,hmmwv,gpt-4.1-mini,third,93,2,
phi-3-medium-128k-instruct,hmmwv,gpt-4.1-nano,first,35,,
phi-3-medium-128k-instruct,hmmwv,gpt-4.1-nano,second,20,5,
phi-3-medium-128k-instruct,hmmwv,gpt-4.1-nano,third,40,,1
phi-3-medium-128k-instruct,hmmwv,gpt-4o-mini,first,60,3,
phi-3-medium-128k-instruct,hmmwv,gpt-4o-mini,second,45,2,3
phi-3-medium-128k-instruct,hmmwv,gpt-4o-mini,third,25,2,2
phi-3-medium-128k-instruct,kraz,first,20,1,1
phi-3-medium-128k-instruct,kraz,second,10,1,0
phi-3-medium-128k-instruct,kraz,third,20,30,5
phi-3-medium-128k-instruct,kraz,gpt-4.1-mini,first,,0,0
phi-3-medium-128k-instruct,kraz,gpt-4.1-mini,second,,0,0
phi-3-medium-128k-instruct,kraz,gpt-4.1-mini,third,5,0,0
phi-3-medium-128k-instruct,kraz,gpt-4.1-nano,first,5,,
phi-3-medium-128k-instruct,kraz,gpt-4.1-nano,second,0,5,
phi-3-medium-128k-instruct,kraz,gpt-4.1-nano,third,0,5,
phi-3-medium-128k-instruct,kraz,gpt-4o-mini,first,10,1,1
phi-3-medium-128k-instruct,kraz,gpt-4o-mini,second,10,1,1
phi-3-medium-128k-instruct,kraz,gpt-4o-mini,third,20,20,4
phi-3-medium-128k-instruct,lidar,first,65,3,
phi-3-medium-128k-instruct,lidar,second,60,4,4
phi-3-medium-128k-instruct,lidar,third,10,2,
phi-3-medium-128k-instruct,lidar,gpt-4.1-mini,first,44,3,
phi-3-medium-128k-instruct,lidar,gpt-4.1-mini,second,35,27,4
phi-3-medium-128k-instruct,lidar,gpt-4.1-mini,third,,0,
phi-3-medium-128k-instruct,lidar,gpt-4.1-nano,first,55,0,
phi-3-medium-128k-instruct,lidar,gpt-4.1-nano,second,70,81,
phi-3-medium-128k-instruct,lidar,gpt-4.1-nano,third,0,2,0
phi-3-medium-128k-instruct,lidar,gpt-4o-mini,first,60,2,5
phi-3-medium-128k-instruct,lidar,gpt-4o-mini,second,60,3,3
phi-3-medium-128k-instruct,lidar,gpt-4o-mini,third,0,0,0
phi-3-medium-128k-instruct,m113,first,60,3,4
phi-3-medium-128k-instruct,m113,second,85,4,
phi-3-medium-128k-instruct,m113,third,85,5,10
phi-3-medium-128k-instruct,m113,gpt-4.1-mini,first,10,54,1
phi-3-medium-128k-instruct,m113,gpt-4.1-mini,second,90,,
phi-3-medium-128k-instruct,m113,gpt-4.1-mini,third,60,12,7
phi-3-medium-128k-instruct,m113,gpt-4.1-nano,first,20,3,
phi-3-medium-128k-instruct,m113,gpt-4.1-nano,second,75,8,
phi-3-medium-128k-instruct,m113,gpt-4.1-nano,third,85,5,
phi-3-medium-128k-instruct,m113,gpt-4o-mini,first,30,2,3
phi-3-medium-128k-instruct,m113,gpt-4o-mini,second,85,4,7
phi-3-medium-128k-instruct,m113,gpt-4o-mini,third,85,21,
phi-3-medium-128k-instruct,man,first,65,,3
phi-3-medium-128k-instruct,man,second,90,6,
phi-3-medium-128k-instruct,man,third,85,4,
phi-3-medium-128k-instruct,man,gpt-4.1-mini,first,0,2,2
phi-3-medium-128k-instruct,man,gpt-4.1-mini,second,92,4,
phi-3-medium-128k-instruct,man,gpt-4.1-mini,third,35,0,5
phi-3-medium-128k-instruct,man,gpt-4.1-nano,first,45,0,
phi-3-medium-128k-instruct,man,gpt-4.1-nano,second,85,,
phi-3-medium-128k-instruct,man,gpt-4.1-nano,third,85,3,
phi-3-medium-128k-instruct,man,gpt-4o-mini,first,65,2,
phi-3-medium-128k-instruct,man,gpt-4o-mini,second,85,70,
phi-3-medium-128k-instruct,man,gpt-4o-mini,third,85,4,5
phi-3-medium-128k-instruct,mass_spring_damper,first,50,30,4
phi-3-medium-128k-instruct,mass_spring_damper,second,85,3,5
phi-3-medium-128k-instruct,mass_spring_damper,third,85,3,
phi-3-medium-128k-instruct,mass_spring_damper,gpt-4.1-mini,first,15,10,2
phi-3-medium-128k-instruct,mass_spring_damper,gpt-4.1-mini,second,40,,5
phi-3-medium-128k-instruct,mass_spring_damper,gpt-4.1-mini,third,80,,
phi-3-medium-128k-instruct,mass_spring_damper,gpt-4.1-nano,first,20,2,
phi-3-medium-128k-instruct,mass_spring_damper,gpt-4.1-nano,second,75,3,
phi-3-medium-128k-instruct,mass_spring_damper,gpt-4.1-nano,third,85,4,
phi-3-medium-128k-instruct,mass_spring_damper,gpt-4o-mini,first,60,2,
phi-3-medium-128k-instruct,mass_spring_damper,gpt-4o-mini,second,85,4,
phi-3-medium-128k-instruct,mass_spring_damper,gpt-4o-mini,third,85,0,7
phi-3-medium-128k-instruct,particles,first,40,,2
phi-3-medium-128k-instruct,particles,second,85,5,7
phi-3-medium-128k-instruct,particles,third,85,5,9
phi-3-medium-128k-instruct,particles,gpt-4.1-mini,first,15,10,
phi-3-medium-128k-instruct,particles,gpt-4.1-mini,second,85,4,
phi-3-medium-128k-instruct,particles,gpt-4.1-mini,third,92,,
phi-3-medium-128k-instruct,particles,gpt-4.1-nano,first,45,2,
phi-3-medium-128k-instruct,particles,gpt-4.1-nano,second,85,5,
phi-3-medium-128k-instruct,particles,gpt-4.1-nano,third,85,4,1
phi-3-medium-128k-instruct,particles,gpt-4o-mini,first,40,4,2
phi-3-medium-128k-instruct,particles,gpt-4o-mini,second,85,5,7
phi-3-medium-128k-instruct,particles,gpt-4o-mini,third,85,0,
phi-3-medium-128k-instruct,pendulum,first,65,2,
phi-3-medium-128k-instruct,pendulum,second,75,8,4
phi-3-medium-128k-instruct,pendulum,third,75,4,7
phi-3-medium-128k-instruct,pendulum,gpt-4.1-mini,first,35,0,3
phi-3-medium-128k-instruct,pendulum,gpt-4.1-mini,second,53,1,5
phi-3-medium-128k-instruct,pendulum,gpt-4.1-mini,third,15,4,6
phi-3-medium-128k-instruct,pendulum,gpt-4.1-nano,first,30,4,
phi-3-medium-128k-instruct,pendulum,gpt-4.1-nano,second,85,4,
phi-3-medium-128k-instruct,pendulum,gpt-4.1-nano,third,85,94,
phi-3-medium-128k-instruct,pendulum,gpt-4o-mini,first,60,8,5
phi-3-medium-128k-instruct,pendulum,gpt-4o-mini,second,70,4,5
phi-3-medium-128k-instruct,pendulum,gpt-4o-mini,third,85,4,7
phi-3-medium-128k-instruct,rigid_highway,first,20,1,8
phi-3-medium-128k-instruct,rigid_highway,second,75,2,
phi-3-medium-128k-instruct,rigid_highway,third,85,5,
phi-3-medium-128k-instruct,rigid_highway,gpt-4.1-mini,first,,0,
phi-3-medium-128k-instruct,rigid_highway,gpt-4.1-mini,second,80,1,
phi-3-medium-128k-instruct,rigid_highway,gpt-4.1-mini,third,85,,
phi-3-medium-128k-instruct,rigid_highway,gpt-4.1-nano,first,10,66,
phi-3-medium-128k-instruct,rigid_highway,gpt-4.1-nano,second,35,3,
phi-3-medium-128k-instruct,rigid_highway,gpt-4.1-nano,third,85,,10
phi-3-medium-128k-instruct,rigid_highway,gpt-4o-mini,first,10,,4
phi-3-medium-128k-instruct,rigid_highway,gpt-4o-mini,second,75,30,7
phi-3-medium-128k-instruct,rigid_highway,gpt-4o-mini,third,85,6,9
phi-3-medium-128k-instruct,rigid_multipatches,first,40,5,3
phi-3-medium-128k-instruct,rigid_multipatches,second,75,4,7
phi-3-medium-128k-instruct,rigid_multipatches,third,85,6,8
phi-3-medium-128k-instruct,rigid_multipatches,gpt-4.1-mini,first,5,0,2
phi-3-medium-128k-instruct,rigid_multipatches,gpt-4.1-mini,second,83,9,3
phi-3-medium-128k-instruct,rigid_multipatches,gpt-4.1-mini,third,90,9,5
phi-3-medium-128k-instruct,rigid_multipatches,gpt-4.1-nano,first,20,,
phi-3-medium-128k-instruct,rigid_multipatches,gpt-4.1-nano,second,75,,
phi-3-medium-128k-instruct,rigid_multipatches,gpt-4.1-nano,third,80,,
phi-3-medium-128k-instruct,rigid_multipatches,gpt-4o-mini,first,40,2,3
phi-3-medium-128k-instruct,rigid_multipatches,gpt-4o-mini,second,85,2,7
phi-3-medium-128k-instruct,rigid_multipatches,gpt-4o-mini,third,85,6,
phi-3-medium-128k-instruct,rotor,first,40,3,
phi-3-medium-128k-instruct,rotor,second,75,4,7
phi-3-medium-128k-instruct,rotor,third,65,2,5
phi-3-medium-128k-instruct,rotor,gpt-4.1-mini,first,25,0,2
phi-3-medium-128k-instruct,rotor,gpt-4.1-mini,second,40,,
phi-3-medium-128k-instruct,rotor,gpt-4.1-mini,third,40,47,4
phi-3-medium-128k-instruct,rotor,gpt-4.1-nano,first,85,4,
phi-3-medium-128k-instruct,rotor,gpt-4.1-nano,second,75,1,
phi-3-medium-128k-instruct,rotor,gpt-4.1-nano,third,55,,
phi-3-medium-128k-instruct,rotor,gpt-4o-mini,first,60,3,6
phi-3-medium-128k-instruct,rotor,gpt-4o-mini,second,70,4,
phi-3-medium-128k-instruct,rotor,gpt-4o-mini,third,65,3,
phi-3-medium-128k-instruct,scm,first,55,2,4
phi-3-medium-128k-instruct,scm,second,85,8,7
phi-3-medium-128k-instruct,scm,third,70,3,6
phi-3-medium-128k-instruct,scm,gpt-4.1-mini,first,25,0,
phi-3-medium-128k-instruct,scm,gpt-4.1-mini,second,50,0,5
phi-3-medium-128k-instruct,scm,gpt-4.1-mini,third,61,57,4
phi-3-medium-128k-instruct,scm,gpt-4.1-nano,first,55,6,
phi-3-medium-128k-instruct,scm,gpt-4.1-nano,second,85,,
phi-3-medium-128k-instruct,scm,gpt-4.1-nano,third,75,3,
phi-3-medium-128k-instruct,scm,gpt-4o-mini,first,60,3,3
phi-3-medium-128k-instruct,scm,gpt-4o-mini,second,85,4,7
phi-3-medium-128k-instruct,scm,gpt-4o-mini,third,70,3,6
phi-3-medium-128k-instruct,scm_hill,first,45,1,
phi-3-medium-128k-instruct,scm_hill,second,75,3,6
phi-3-medium-128k-instruct,scm_hill,third,85,4,
phi-3-medium-128k-instruct,scm_hill,gpt-4.1-mini,first,10,0,
phi-3-medium-128k-instruct,scm_hill,gpt-4.1-mini,second,60,9,
phi-3-medium-128k-instruct,scm_hill,gpt-4.1-mini,third,20,8,6
phi-3-medium-128k-instruct,scm_hill,gpt-4.1-nano,first,25,,
phi-3-medium-128k-instruct,scm_hill,gpt-4.1-nano,second,85,2,
phi-3-medium-128k-instruct,scm_hill,gpt-4.1-nano,third,85,2,
phi-3-medium-128k-instruct,scm_hill,gpt-4o-mini,first,40,2,2
phi-3-medium-128k-instruct,scm_hill,gpt-4o-mini,second,70,3,6
phi-3-medium-128k-instruct,scm_hill,gpt-4o-mini,third,85,8,7
phi-3-medium-128k-instruct,sedan,first,30,2,2
phi-3-medium-128k-instruct,sedan,second,20,2,
phi-3-medium-128k-instruct,sedan,third,10,79,1
phi-3-medium-128k-instruct,sedan,gpt-4.1-mini,first,10,47,1
phi-3-medium-128k-instruct,sedan,gpt-4.1-mini,second,5,0,
phi-3-medium-128k-instruct,sedan,gpt-4.1-mini,third,0,,
phi-3-medium-128k-instruct,sedan,gpt-4.1-nano,first,20,3,
phi-3-medium-128k-instruct,sedan,gpt-4.1-nano,second,10,,
phi-3-medium-128k-instruct,sedan,gpt-4.1-nano,third,0,2,
phi-3-medium-128k-instruct,sedan,gpt-4o-mini,first,30,2,
phi-3-medium-128k-instruct,sedan,gpt-4o-mini,second,20,,0
phi-3-medium-128k-instruct,sedan,gpt-4o-mini,third,10,1,1
phi-3-medium-128k-instruct,sensros,first,65,0,6
phi-3-medium-128k-instruct,sensros,second,40,1,3
phi-3-medium-128k-instruct,sensros,third,5,0,0
phi-3-medium-128k-instruct,sensros,gpt-4.1-mini,first,15,33,2
phi-3-medium-128k-instruct,sensros,gpt-4.1-mini,second,20,10,
phi-3-medium-128k-instruct,sensros,gpt-4.1-mini,third,0,0,0
phi-3-medium-128k-instruct,sensros,gpt-4.1-nano,first,70,5,
phi-3-medium-128k-instruct,sensros,gpt-4.1-nano,second,20,76,
phi-3-medium-128k-instruct,sensros,gpt-4.1-nano,third,10,77,0
phi-3-medium-128k-instruct,sensros,gpt-4o-mini,first,60,,4
phi-3-medium-128k-instruct,sensros,gpt-4o-mini,second,40,2,3
phi-3-medium-128k-instruct,sensros,gpt-4o-mini,third,0,0,0
phi-3-medium-128k-instruct,slider_crank,first,30,2,
phi-3-medium-128k-instruct,slider_crank,second,65,86,
phi-3-medium-128k-instruct,slider_crank,third,85,0,8
phi-3-medium-128k-instruct,slider_crank,gpt-4.1-mini,first,10,,2
phi-3-medium-128k-instruct,slider_crank,gpt-4.1-mini,second,40,,4
phi-3-medium-128k-instruct,slider_crank,gpt-4.1-mini,third,48,9,
phi-3-medium-128k-instruct,slider_crank,gpt-4.1-nano,first,25,3,
phi-3-medium-128k-instruct,slider_crank,gpt-4.1-nano,second,55,,
phi-3-medium-128k-instruct,slider_crank,gpt-4.1-nano,third,85,7,
phi-3-medium-128k-instruct,slider_crank,gpt-4o-mini,first,30,2,
phi-3-medium-128k-instruct,slider_crank,gpt-4o-mini,second,60,2,3
phi-3-medium-128k-instruct,slider_crank,gpt-4o-mini,third,80,3,
phi-3-medium-128k-instruct,tablecloth,first,30,2,3
phi-3-medium-128k-instruct,tablecloth,second,10,2,2
phi-3-medium-128k-instruct,tablecloth,third,30,2,2
phi-3-medium-128k-instruct,tablecloth,gpt-4.1-mini,first,10,0,1
phi-3-medium-128k-instruct,tablecloth,gpt-4.1-mini,second,5,6,
phi-3-medium-128k-instruct,tablecloth,gpt-4.1-mini,third,10,15,2
phi-3-medium-128k-instruct,tablecloth,gpt-4.1-nano,first,25,5,
phi-3-medium-128k-instruct,tablecloth,gpt-4.1-nano,second,10,,
phi-3-medium-128k-instruct,tablecloth,gpt-4.1-nano,third,10,,
phi-3-medium-128k-instruct,tablecloth,gpt-4o-mini,first,40,2,2
phi-3-medium-128k-instruct,tablecloth,gpt-4o-mini,second,10,2,
