Model,System,Round,Score Document,Score Reference,Score Ref+Doc
qwen3-235b-a22b,rigid_multipatches,third,0,4,
qwen3-235b-a22b,rotor,first,0,4,9
qwen3-235b-a22b,rotor,second,0,0,10
qwen3-235b-a22b,rotor,third,10,11,10
qwen3-235b-a22b,scm,first,0,,9
qwen3-235b-a22b,scm,second,0,15,
qwen3-235b-a22b,scm,third,0,10,6
qwen3-235b-a22b,scm_hill,first,0,2,10
qwen3-235b-a22b,scm_hill,second,0,3,8
qwen3-235b-a22b,scm_hill,third,20,,9
qwen3-235b-a22b,sedan,first,0,,9
qwen3-235b-a22b,sedan,second,10,1,9
qwen3-235b-a22b,sedan,third,0,3,
qwen3-235b-a22b,sensros,first,10,45,9
qwen3-235b-a22b,sensros,second,0,0,
qwen3-235b-a22b,sensros,third,10,35,8
qwen3-235b-a22b,slider_crank,first,0,0,9
qwen3-235b-a22b,slider_crank,second,0,4,9
qwen3-235b-a22b,slider_crank,third,10,1,9
qwen3-235b-a22b,tablecloth,first,10,,8
qwen3-235b-a22b,tablecloth,second,10,1,
qwen3-235b-a22b,tablecloth,third,10,4,8
qwen3-235b-a22b,turtlebot,first,0,2,8
qwen3-235b-a22b,turtlebot,second,10,2,9
qwen3-235b-a22b,turtlebot,third,10,1,9
qwen3-235b-a22b,uazbus,first,0,2,9
qwen3-235b-a22b,uazbus,second,0,2,
qwen3-235b-a22b,uazbus,third,10,2,9
qwen3-235b-a22b,vehros,first,10,4,9
qwen3-235b-a22b,vehros,second,5,3,10
qwen3-235b-a22b,vehros,third,0,3,8
qwen3-235b-a22b,veh_app,first,0,,9
qwen3-235b-a22b,veh_app,second,0,,9
qwen3-235b-a22b,veh_app,third,0,1,
qwen3-235b-a22b,viper,first,10,2,10
qwen3-235b-a22b,viper,second,10,1,10
qwen3-235b-a22b,viper,third,10,8,10
